Date/Time,Outside temperature,WEST ZONE:Zone Operative Temperature [C](Hourly),EAST ZONE:Zone Operative Temperature [C](Hourly),West zone heating power,East zone heating power,WEST ZONE:Zone Air System Sensible Heating Rate [W](Hourly),EAST ZONE:Zone Air System Sensible Heating Rate [W](Hourly),WEST PLENUM:Zone Air System Sensible Cooling Rate [W](Hourly),EAST PLENUM:Zone Air System Sensible Cooling Rate [W](Hourly)
 01/09  21:00:00,8.3,18.11444079,18.2512686,128.5149718,148.2969786,312.2978411,325.1072984,183.7828692,176.8103198
 01/09  22:00:00,7.8,18.03063279,18.15264479,138.1433113,157.7004465,325.7416964,341.3374902,187.5983851,183.6370438
 01/09  23:00:00,6.7,17.98906287,18.10003535,139.0948591,157.7429783,336.6678184,354.6379204,197.5729593,196.8949422
 01/09  24:00:00,6.7,17.93431618,18.03515371,134.2960028,151.5389105,339.7725669,359.0119216,205.4765641,207.473011
 01/10  01:00:00,6.7,17.86478694,17.95685567,137.346367,153.9656506,349.3206533,370.2915528,211.9742863,216.3259022
 01/10  02:00:00,6.7,17.75705089,17.84067497,149.7302233,166.9204735,370.3115731,394.0928959,220.5813498,227.1724224
 01/10  03:00:00,6.1,17.655435,17.73176267,156.3722734,173.8463839,391.239774,417.9016221,234.8675005,244.0552383
 01/10  04:00:00,6.1,17.57041448,17.6411184,151.974182,168.4512731,402.7540929,431.1206702,250.7799109,262.6693971
 01/10  05:00:00,6.1,17.48958152,17.55562727,146.4245555,161.6804203,410.3927101,439.7880808,263.9681547,278.1076605
 01/10  06:00:00,6.1,17.38829712,17.44988588,149.5453067,164.6942132,424.6503927,455.7616715,275.105086,291.0674584
 01/10  07:00:00,4.4,17.13726052,17.19089335,187.8026882,206.8498579,475.449664,512.3016252,287.6469758,305.4517673
 01/10  08:00:00,5.6,17.11051019,17.161237,167.8391742,185.4223489,490.0753927,529.6561694,322.2362185,344.2338205
 01/10  09:00:00,6.8,17.22011088,17.27286552,97.34867777,106.5204484,436.3509954,470.2964103,339.0023176,363.7759618
 01/10  10:00:00,6.8,17.48951111,17.55268878,28.7306635,28.69694971,353.6173037,377.2036912,324.8866402,348.5067415
 01/10  11:00:00,7.1,17.95207074,18.04154169,10.51653373,6.18993557,276.8303478,288.9079916,266.3138141,282.718056
 01/10  12:00:00,7.5,18.25278729,18.37840285,17.132672,8.396837859,217.1965834,214.6856452,200.0639114,206.2888074
 01/10  13:00:00,8.4,18.54626519,18.71516614,36.99549149,28.23722782,193.6517257,181.4954338,156.6562342,153.258206
 01/10  14:00:00,8.3,18.7213874,18.92941977,41.65343067,31.22312815,168.5715578,147.5571399,126.9181271,116.3340118
 01/10  15:00:00,9.7,18.89360341,19.1313135,31.27215806,17.76655457,141.2462821,111.5840356,109.974124,93.81748102
 01/10  16:00:00,10,18.78189911,19.0270944,79.55748747,76.08538469,164.5983606,138.0782481,85.04087317,61.99286341
 01/10  17:00:00,8.9,18.46777705,18.69289474,164.0288024,178.2170521,249.448553,236.3254045,85.41975067,58.10835238
 01/10  18:00:00,8.3,18.34123242,18.53996686,199.5866893,228.4149779,315.6939792,318.5231395,116.1072899,90.10816163
 01/10  19:00:00,7.8,18.22528119,18.38682523,173.698484,205.8503244,324.6397466,338.4476272,150.9412627,132.5973028
 01/10  20:00:00,7.2,18.17052176,18.29919492,146.1794568,175.6729233,316.7379469,335.6804274,170.5584902,160.007504
 01/10  21:00:00,6.7,18.13318605,18.23428311,132.0380351,158.4219739,312.3867313,334.3473568,180.3486962,175.925383
 01/10  22:00:00,6.7,18.095474,18.17441121,128.6002,152.1025646,314.0088918,338.2157565,185.4086918,186.1131919
 01/10  23:00:00,6.7,18.02549558,18.0860933,135.4362545,157.3153163,324.9815363,351.8414588,189.5452818,194.5261425
 01/10  24:00:00,6.7,17.90612322,17.95167272,152.4747073,174.0277477,349.8210756,380.217097,197.3463683,206.1893493
 01/11  01:00:00,5.6,17.82248378,17.85719493,155.5147448,175.644205,368.6318681,401.6355799,213.1171234,225.9913749
 01/11  02:00:00,6.1,17.76019482,17.78712767,144.2909469,161.7228264,372.0680836,405.8207466,227.7771367,244.0979202
 01/11  03:00:00,5.6,17.66250963,17.68295069,145.4305842,161.6357252,382.3718211,417.2992373,236.9412369,255.6635121
 01/11  04:00:00,3.9,17.50533714,17.51938831,165.536093,182.9550061,414.0552133,452.3923167,248.5191204,269.4373106
 01/11  05:00:00,5,17.30774149,17.31536611,188.0258127,207.3481119,457.6631318,500.9018618,269.637319,293.5537499
 01/11  06:00:00,3.9,17.19061118,17.19450586,178.6299273,196.6130301,478.7195874,524.5720897,300.0896601,327.9590596
 01/11  07:00:00,5,17.1352175,17.13782551,148.7094252,162.9203572,471.5209183,516.6398026,322.8114931,353.7194454
 01/11  08:00:00,4.4,17.02442733,17.02550352,146.7685512,160.1306922,478.5087068,524.0015457,331.7401556,363.8708535
 01/11  09:00:00,6,17.13048652,17.13601484,108.8487941,117.7416721,454.8332808,497.412307,345.9844867,379.6706348
 01/11  10:00:00,6.1,17.23931862,17.25242274,70.21102775,73.90770239,407.4053286,443.7246813,337.1943009,369.8169789
 01/11  11:00:00,6,17.93803976,17.97999312,-19.38635665,-26.55264134,268.2062179,287.0444769,287.5925745,313.5971182
 01/11  12:00:00,7,18.17058075,18.24199402,14.87260456,7.292533736,218.7867803,225.0173248,203.9141757,217.724791
 01/11  13:00:00,8,18.23567107,18.33659749,69.29599437,63.83157631,242.4804356,245.3468391,173.1844413,181.5152628
 01/11  14:00:00,8,18.61697427,18.75619756,32.63932783,21.75485101,197.0091634,189.2314074,164.3698355,167.4765564
 01/11  15:00:00,9,18.7379437,18.90181249,13.26860265,0.138175357,152.2693566,134.7737201,139.0007539,134.6355448
 01/11  16:00:00,10,18.54854639,18.71634012,85.314235,84.16440556,190.6224657,177.8780448,105.3082307,93.7136392
 01/11  17:00:00,9.4,18.3336179,18.48478451,167.9716468,183.8078585,279.1948465,281.0251773,111.2231997,97.21731875
 01/11  18:00:00,9.4,18.27761444,18.402532,168.5761228,193.5851583,312.072028,325.936095,143.4959052,132.3509366
 01/11  19:00:00,10,18.25690126,18.34945689,131.3209995,157.1476352,294.0450431,314.4514329,162.7240436,157.3037977
 01/11  20:00:00,10,18.24722486,18.3115924,114.2393143,138.9776449,281.5899293,306.180086,167.3506151,167.2024412
 01/11  21:00:00,10,18.24801093,18.29071122,112.7752181,134.8887844,280.698891,307.4496954,167.9236728,172.5609109
 01/11  22:00:00,10,18.20922594,18.23368051,120.102132,140.5146577,287.1879098,316.0571602,167.0857778,175.5425025
 01/11  23:00:00,10,18.16881315,18.18022155,127.350955,146.3206181,297.551391,328.3707021,170.2004361,182.050084
 01/11  24:00:00,10,18.15687917,18.15959412,123.1206702,139.5908556,299.0113281,330.298109,175.8906578,190.7072534
 01/12  01:00:00,10,18.09352199,18.08913617,127.4743666,142.6209662,305.5946329,337.5015919,178.1202663,194.8806257
 01/12  02:00:00,10,18.04066366,18.03158722,134.1602368,148.7651469,318.3985405,351.5529247,184.2383038,202.7877778
 01/12  03:00:00,8.3,17.89316655,17.87866727,154.481756,170.3956139,346.1452629,382.2121122,191.6635069,211.8164983
 01/12  04:00:00,7.8,17.7818456,17.76377891,164.4551115,180.8771958,373.861911,412.9751726,209.4067995,232.0979768
 01/12  05:00:00,7.2,17.63457439,17.61281126,168.8763471,185.2518151,397.2223957,438.8749777,228.3460486,253.6231626
 01/12  06:00:00,6.7,17.43784903,17.4119558,184.837089,202.5346303,433.8823815,479.4486904,249.0452924,276.9140601
 01/12  07:00:00,7.2,17.32309033,17.29562494,178.568309,195.2680796,457.0085112,505.0817393,278.4402023,309.8136597
 01/12  08:00:00,7.2,17.30203463,17.27563898,141.9191512,154.4217477,443.7077916,490.3039983,301.7886404,335.8822506
 01/12  09:00:00,6.7,17.43509827,17.41459548,85.97725722,92.03132819,394.5003863,435.3394015,308.5231291,343.3080733
 01/12  10:00:00,7.2,17.79309939,17.7884268,9.318590642,5.530788722,301.7209474,330.6422651,292.4023567,325.1114764
 01/12  11:00:00,7.8,18.38191276,18.40970705,1.602140217,-5.208208973,228.7307528,245.3293113,227.1286125,250.5375203
 01/12  12:00:00,9.4,18.76257547,18.83292713,-23.27219662,-37.21723968,126.8377732,123.7427677,150.1099698,160.9600074
 01/12  13:00:00,10.6,18.94476707,19.06255774,24.52596995,10.14236991,115.9203625,102.1595966,91.39439252,92.01722667
 01/12  14:00:00,9.4,18.93003847,19.0884551,67.61007091,52.85477242,138.8330624,118.2539647,71.22299149,65.39919225
 01/12  15:00:00,13.3,18.97290926,19.1651906,93.82722629,83.96893944,164.1864895,142.5336031,70.35926324,58.56466365
 01/12  16:00:00,11.1,18.77279058,18.97721646,119.3460323,118.7044169,188.376028,170.0654379,69.0299957,51.36102101
 01/12  17:00:00,10,18.67748142,18.87895994,157.5347754,166.7926611,235.5472849,224.0995963,78.01250952,57.30693521
 01/12  18:00:00,9.4,18.62009453,18.81320248,151.2747456,166.192902,252.6870885,247.190922,101.4123429,80.99802002
 01/12  19:00:00,9.4,18.59276997,18.77425672,129.4663173,145.6772386,243.5560186,241.3946882,114.0897013,95.71744959
 01/12  20:00:00,9.4,18.55790127,18.72767334,123.666694,140.0111493,241.7942191,241.8314364,118.1275251,101.8202871
 01/12  21:00:00,9.4,18.51352981,18.67251971,128.6728498,145.2856147,250.2162785,252.5105799,121.5434287,107.2249652
 01/12  22:00:00,10,18.47234849,18.62166563,130.9425301,147.2768988,257.7793141,261.9892227,126.836784,114.712324
 01/12  23:00:00,10,18.38871429,18.52827544,138.95678,155.729479,271.0061577,277.6778921,132.0493778,121.9484131
 01/12  24:00:00,10,18.31023389,18.44109566,145.9160688,163.0048906,287.572609,296.9263203,141.6565402,133.9214297
 01/13  01:00:00,9.4,18.25721876,18.38054589,141.2706478,157.5556793,294.6330492,305.6317043,153.3624014,148.076025
 01/13  02:00:00,9.4,18.19946277,18.31557347,135.9167334,151.7226689,297.9371353,310.0523043,162.0204018,158.3296353
 01/13  03:00:00,9.4,18.13688223,18.24641986,136.5400429,151.8700966,305.9916159,319.3136329,169.451573,167.4435363
 01/13  04:00:00,9.4,18.06594756,18.16914383,139.7242475,155.1073193,317.3589321,332.5040938,177.6346846,177.3967745
 01/13  05:00:00,10,18.00554118,18.10304168,138.9015175,154.0439926,326.1057706,342.8127484,187.2042531,188.7687558
 01/13  06:00:00,9.4,17.9420506,18.03375403,137.7856499,152.6701215,333.7596768,351.9094842,195.974027,199.2393627
 01/13  07:00:00,9.4,17.88579455,17.9723604,136.6193447,151.2558338,341.4197364,361.0192526,204.8003917,209.7634187
 01/13  08:00:00,9.4,17.83046199,17.91202546,135.3113037,149.7059497,348.4870907,369.471378,213.175787,219.7654283
 01/13  09:00:00,9.4,17.83676109,17.91574207,121.6034457,134.3785029,343.1226076,364.1058809,221.5191619,229.7273779
 01/13  10:00:00,8.9,17.86637524,17.94384475,104.6332492,115.0709708,327.5014716,346.993633,222.8682223,231.9226622
 01/13  11:00:00,11.1,17.94701871,18.02485005,87.37344694,95.49820076,305.8554111,323.0191296,218.4819642,227.5209288
 01/13  12:00:00,11.7,18.2208314,18.30452281,39.42097878,42.12706268,248.372569,259.3884298,208.9515902,217.2613671
 01/13  13:00:00,12,18.70595232,18.80159842,20.97723786,20.90456395,183.8640415,187.3198724,162.8868036,166.4153084
 01/13  14:00:00,11.1,18.88181269,18.98210574,21.06149901,20.25440876,133.6657787,130.7992982,112.6042797,110.5448894
 01/13  15:00:00,11.1,18.80512251,18.90132524,62.15683829,66.26737952,148.9109315,147.9699461,86.7540932,81.7025666
 01/13  16:00:00,10,18.82948778,18.91653048,99.34521173,110.2350013,178.4856963,183.4071299,79.14048459,73.17212855
 01/13  17:00:00,10,18.55386462,18.61297714,145.5300682,166.5459174,224.9139127,239.5145068,79.38384448,72.96858941
 01/13  18:00:00,10,18.49743324,18.52865585,174.5994478,203.375729,273.67336,299.8613251,99.07391222,96.48559604
 01/13  19:00:00,10,18.44732178,18.44518747,150.1419907,179.1061088,277.1730636,311.2802409,127.0310729,132.1741321
 01/13  20:00:00,9.4,18.40511441,18.37512587,129.8154785,155.9750131,267.1361367,304.9638192,137.3206582,148.9888061
 01/13  21:00:00,8.9,18.27570686,18.22271122,146.0477759,171.2241101,287.8912022,329.9442812,141.8434263,158.7201711
 01/13  22:00:00,8.3,18.08734908,18.01631441,179.3825704,205.1301708,335.4242915,383.4031198,156.0417211,178.272949
 01/13  23:00:00,7.8,17.92703691,17.84280267,189.1322125,213.3051895,371.7319616,424.2228213,182.5997491,210.9176318
 01/13  24:00:00,8.3,17.93720952,17.84811186,145.8041584,162.8975551,356.0576589,406.9403197,210.2535004,244.0427646
 01/14  01:00:00,7.8,17.89100294,17.79856392,120.376339,133.2913032,335.683491,384.1379838,215.307152,250.8466806
 01/14  02:00:00,8.9,17.84683794,17.75393956,126.4471575,138.4431841,342.5705662,390.8483532,216.1234087,252.4051691
 01/14  03:00:00,7.8,17.77294803,17.68081218,138.1387169,150.1714688,359.1579577,408.1195964,221.0192409,257.9481276
 01/14  04:00:00,8.3,17.70767317,17.61745992,141.1140404,152.7247013,371.6665372,421.1303353,230.5524968,268.405634
 01/14  05:00:00,8.9,17.68705164,17.60027346,129.7886318,139.7458156,370.7865909,419.4118709,240.9979592,279.6660553
 01/14  06:00:00,7.8,17.63448149,17.55124926,127.2029259,136.5744734,372.473151,420.4289158,245.2702251,283.8544424
 01/14  07:00:00,7.2,17.56805159,17.4884011,135.3034884,145.3029854,385.8754433,434.3600539,250.5719549,289.0570685
 01/14  08:00:00,7.2,17.50495945,17.42899033,139.2759683,149.5901838,399.1879974,448.3366082,259.9120291,298.7464243
 01/14  09:00:00,6.7,17.54145678,17.47170376,116.6858417,124.4462847,387.2440487,434.3454926,270.558207,309.8992078
 01/14  10:00:00,7.2,17.80231012,17.74561139,49.31361355,49.29974854,319.6218755,358.1223046,270.3082619,308.8225561
 01/14  11:00:00,7.8,18.02395407,17.98243591,17.51681787,13.15851216,255.4985168,284.7029921,237.9816989,271.5444799
 01/14  12:00:00,9.4,18.2269598,18.20152452,26.79306575,22.2637913,228.8862878,252.0946791,202.093222,229.8308878
 01/14  13:00:00,11.1,18.64064595,18.63814748,-1.709116908,-10.4279976,174.8595983,188.9993775,176.5687152,199.4273751
 01/14  14:00:00,10.6,18.63867837,18.64886944,23.30644677,17.19485077,155.5571232,164.8405387,132.2506765,147.645688
 01/14  15:00:00,10.6,18.49629747,18.51285755,97.02810944,99.98148484,205.4829409,218.7764667,108.4548315,118.7949819
 01/14  16:00:00,11.1,18.63221927,18.65454952,101.265754,106.8304818,216.9829071,232.0512908,115.7171531,125.220809
 01/14  17:00:00,12.2,18.38762773,18.39901783,110.4010156,123.0983549,219.9773658,240.5547141,109.5763501,117.4563591
 01/14  18:00:00,11.7,18.25673276,18.2491733,186.1967541,208.2290228,298.0719527,329.5955454,111.8751986,121.3665226
 01/14  19:00:00,11.1,18.25896847,18.23524639,163.1573546,184.3722389,318.1728205,354.4731452,155.0154659,170.1009062
 01/14  20:00:00,10.6,18.21424885,18.17307196,125.4289622,144.3423449,291.9213076,329.8383059,166.4923454,185.495961
 01/14  21:00:00,11.1,18.19884492,18.1450971,117.4856556,134.9648899,286.5819368,326.1321629,169.0962812,191.1672729
 01/14  22:00:00,11.7,18.22712754,18.16509258,110.2822908,125.2614917,282.3619428,322.0191193,172.079652,196.7576276
 01/14  23:00:00,11.7,18.17802631,18.10921757,116.0864031,130.0815635,284.9857339,325.0022249,168.8993308,194.9206613
 01/14  24:00:00,10.6,18.16232596,18.09006478,121.4975891,134.6522527,293.0868828,333.7123718,171.5892936,199.0601191
 01/15  01:00:00,10,18.11502948,18.04027496,125.5989434,138.1087323,300.4898412,341.5713888,174.8908978,203.4626565
 01/15  02:00:00,10,18.06208228,17.98630204,130.9307821,143.1813252,310.8876253,352.6859663,179.9568432,209.5046411
 01/15  03:00:00,9.4,17.94131464,17.86386727,148.0185436,161.475585,334.9078002,378.8638562,186.8892567,217.3882713
 01/15  04:00:00,8.9,17.89114171,17.81456542,146.9487069,159.8305871,349.2760614,394.4768098,202.3273544,234.6462228
 01/15  05:00:00,9.4,17.80470379,17.72910909,143.0438886,155.0656835,356.6489488,402.2359731,213.6050602,247.1702896
 01/15  06:00:00,10,17.72702953,17.65324829,144.6891113,156.4873322,369.3541386,415.692146,224.6650273,259.2048138
 01/15  07:00:00,10,17.71496457,17.64451637,131.239411,141.3163924,368.3577141,413.9945524,237.1183031,272.67816
 01/15  08:00:00,9.4,17.69908966,17.63223526,118.33454,126.982301,359.9907962,404.1603525,241.6562563,277.1780515
 01/15  09:00:00,10,17.76802039,17.70734477,98.44957992,104.7511272,341.5743363,382.9507922,243.1247563,278.199665
 01/15  10:00:00,10,18.01108109,17.96174948,47.36249594,47.70798187,283.8719708,317.8120865,236.5094748,270.1041046
 01/15  11:00:00,11.7,17.96106683,17.9188167,67.67995249,69.23947822,271.7111448,302.1078672,204.0311923,232.868389
 01/15  12:00:00,11.7,18.23960099,18.21702701,54.05180293,52.46627401,249.551909,274.5253964,195.5001061,222.0591224
 01/15  13:00:00,11.1,18.32822503,18.32373928,49.07568179,45.58019056,220.0252501,238.6005993,170.9495683,193.0204087
 01/15  14:00:00,11.7,18.64713022,18.66615203,24.24061712,17.29722692,177.2568247,188.0218411,153.0162076,170.7246142
 01/15  15:00:00,13.3,18.66093555,18.6915985,46.03614894,41.63571919,166.0216624,173.0040056,119.9855134,131.3682865
 01/15  16:00:00,12.8,18.61252287,18.64940173,88.05745822,87.79009163,192.0684043,198.8156144,104.0109461,111.0255228
 01/15  17:00:00,12.8,18.4481017,18.48585865,146.3475888,157.5700075,247.2742777,262.0061027,100.9266889,104.4360952
 01/15  18:00:00,11.7,18.34383034,18.37728762,167.9027076,184.3284944,289.3961493,311.6192275,121.4934417,127.2907331
 01/15  19:00:00,13.3,18.35707021,18.38866509,134.59504,147.6249074,278.6671883,300.7877476,144.0721484,153.1628402
 01/15  20:00:00,13.3,18.35697186,18.38711943,109.4632853,119.7664819,257.1721621,277.3271992,147.7088768,157.5607172
 01/15  21:00:00,12.2,18.32482842,18.35294293,114.7947432,125.4457715,260.2486662,280.6950206,145.453923,155.2492491
 01/15  22:00:00,13.9,18.35387203,18.38142488,111.9228228,122.3965137,260.1974678,280.9836881,148.274645,158.5871744
 01/15  23:00:00,13.9,18.3596782,18.38655077,105.645821,115.3601788,252.486213,272.6013051,146.840392,157.2411263
 01/15  24:00:00,13.9,18.3548991,18.38107793,108.4230489,118.1857114,252.7805744,272.8326587,144.3575255,154.6469472
 01/16  01:00:00,13.3,18.33135701,18.35641077,116.1263214,126.6593621,260.1754919,281.0662062,144.0491705,154.4068441
 01/16  02:00:00,13.3,18.3149997,18.33914541,118.9020489,129.7911366,265.5487492,287.1784631,146.6467003,157.3873265
 01/16  03:00:00,12.8,18.28567975,18.30861297,120.5004324,131.5460066,269.9386061,292.1530865,149.4381737,160.6070799
 01/16  04:00:00,12.8,18.25696055,18.27880984,122.4272168,133.6584641,275.5129222,298.4125235,153.0857055,164.7540594
 01/16  05:00:00,12.2,18.20634005,18.22665614,127.6313842,139.3752439,284.8051687,308.775299,157.1737846,169.4000551
 01/16  06:00:00,12.2,18.162685,18.18171839,130.5868207,142.6381067,294.2299666,319.3206122,163.6431459,176.6825055
 01/16  07:00:00,12.2,18.11885372,18.13665356,130.186653,142.1730633,300.8188838,326.7194266,170.6322307,184.5463633
 01/16  08:00:00,12.2,18.0852134,18.10212923,127.5107462,139.1540346,304.7687163,331.1549257,177.2579701,192.000891
 01/16  09:00:00,12.2,18.13779372,18.15602384,107.6815063,117.1362786,290.8389615,315.7576695,183.1574552,198.621391
 01/16  10:00:00,12.2,18.31084229,18.3339685,66.3831807,71.17441461,246.2044398,266.1240077,179.8212591,194.9495931
 01/16  11:00:00,13.9,18.60630136,18.6393468,20.96479552,20.23668011,180.9771825,193.0980907,160.012387,172.8614106
 01/16  12:00:00,14.4,18.61559735,18.65416223,47.10135494,47.82193002,169.9635044,179.0700818,122.8621495,131.2481518
 01/16  13:00:00,14.4,18.59828096,18.64419627,92.50709749,96.49951503,200.1616074,210.1121315,107.6545099,113.6126165
 01/16  14:00:00,13.3,18.54556032,18.59797536,120.7226532,127.6682325,227.4675101,238.8758451,106.7448569,111.2076126
 01/16  15:00:00,12.8,18.507239,18.56466901,127.431676,135.6422618,241.11826,253.2972689,113.6865841,117.6550071
 01/16  16:00:00,12.2,18.55657197,18.61938902,108.707377,115.5798888,230.2144465,241.1107934,121.5070695,125.5309046
 01/16  17:00:00,12.2,18.46886277,18.53218659,117.3769946,125.8255537,235.4463167,246.9157849,118.0693222,121.0902312
 01/16  18:00:00,11.7,18.41348732,18.47634579,136.3395707,148.2355976,259.6855841,274.1649254,123.3460134,125.9293278
 01/16  19:00:00,11.1,18.30686152,18.36640805,149.0090382,162.9227619,282.9132763,300.378013,133.9042381,137.4552511
 01/16  20:00:00,10.6,18.2725858,18.32996435,140.6753299,153.9638716,289.0678419,307.9635374,148.392512,153.9996658
 01/16  21:00:00,11.1,18.2366024,18.29175267,128.5281663,141.0006593,285.5081578,304.6517403,156.9799915,163.651081
 01/16  22:00:00,11.7,18.20823743,18.2614887,123.9405182,135.6987973,285.7603464,304.9461138,161.8198282,169.2473165
