Date/Time,Outside tempertaure,WEST ZONE:Zone Operative Temperature [C](Hourly),EAST ZONE:Zone Operative Temperature [C](Hourly),WEST ZONE:Zone Lights Total Heating Rate [W](Hourly),EAST ZONE:Zone Lights Total Heating Rate [W](Hourly),West Zone:total power (Electric Machine (such as CPU) genearated power-air system cooling),East Zone:total power (genearated power-air system cooling),WESTDATACENTER_EQUIP:ITE Total Heat Gain to Zone Rate [W](Hourly),EAST ZONE:Zone ITE Total Heat Gain to Zone Rate [W](Hourly),WEST ZONE:Zone Air System Sensible Cooling Rate [W](Hourly),EAST ZONE:Zone Air System Sensible Cooling Rate [W](Hourly),WEST PLENUM:Zone Air System Sensible Cooling Rate [W](Hourly),EAST PLENUM:Zone Air System Sensible Cooling Rate [W](Hourly)
 11/25  22:00:00,12.2,22.90772945,22.1712348,14.2,14.2,-527.506444,-1856.643454,50098.5356,53688.80216,47790.57324,51572.23229,2835.468806,3973.213327
 11/25  23:00:00,12.2,22.97175307,22.14118883,14.2,14.2,-318.3977297,-1716.635983,50517.70445,52021.63517,48067.40937,49959.15322,2768.692817,3779.117933
 11/25  24:00:00,12.2,23.02613419,22.11772253,14.2,14.2,-241.4150912,-1675.859285,50689.41988,52003.55357,48190.9321,49883.55934,2739.90287,3795.853513
 11/26  01:00:00,12.2,22.52962638,22.07916759,14.2,14.2,-1307.134314,-240.2651643,36237.70339,36597.98309,35275.59012,34527.01632,2269.247587,2311.231931
 11/26  02:00:00,12.2,22.28682528,22.074059,14.2,14.2,-194.9699128,-309.6921324,38820.54482,43582.74492,37151.40794,41483.23822,1864.106795,2409.198833
 11/26  03:00:00,12.2,22.34725626,22.04609911,14.2,14.2,139.1655715,-144.6502479,39112.59824,40758.9864,37112.74912,38568.60618,1860.683551,2335.030461
 11/26  04:00:00,11.7,22.40434254,22.04264372,14.2,14.2,491.0231675,-303.2111003,39290.84586,42762.39557,37009.07394,40540.31082,1790.748754,2525.295844
 11/26  05:00:00,12.2,22.52556781,22.05838804,14.2,14.2,600.9112505,-228.4550914,39837.45589,41467.11288,37458.02112,39290.60227,1778.523516,2404.965708
 11/26  06:00:00,11.7,22.55973162,22.0346072,14.2,14.2,597.5988599,-198.2763156,40056.47893,41475.80337,37714.43925,39258.01583,1744.44082,2416.063854
 11/26  07:00:00,11.7,22.71394245,22.15420799,14.2,14.2,-500.2155545,-1582.443974,52363.317,55963.83174,49615.22527,53320.24024,3248.307283,4226.035473
 11/26  08:00:00,12.2,22.44239645,22.05979746,14.2,14.2,-1010.827583,-1422.861369,45374.35705,47828.05902,43355.25907,45487.96384,3029.925566,3762.956546
 11/26  09:00:00,12.2,22.784473,22.26824984,14.2,14.2,-1808.478648,-3351.044465,60799.37369,66042.09578,58146.28867,63721.26893,4461.563668,5671.871315
 11/26  10:00:00,13.3,22.87461626,22.40488743,255.6,255.6,-2802.754946,-3661.426977,53404.74257,55557.56965,52135.28164,54296.60775,4072.215875,4922.388879
 11/26  11:00:00,13.9,23.05731469,22.46689531,269.8,269.8,-2018.006331,-3712.04652,56704.10892,61477.06201,54879.60233,60023.47914,3842.512917,5165.629395
 11/26  12:00:00,13.9,23.29327858,22.57600648,284,284,-2114.010091,-3877.187035,56414.84917,58507.19487,54803.32413,57474.85586,3725.535125,4909.52604
 11/26  13:00:00,14.4,23.40008845,22.53690277,269.8,269.8,-2070.809414,-4163.851177,57007.49368,60250.75517,55386.23969,59238.87523,3692.063402,5175.731118
 11/26  14:00:00,14.4,23.46141464,22.4901986,227.2,227.2,-1785.571743,-3974.386964,56945.275,58809.01007,55189.50203,57789.40814,3541.344714,4993.988888
 11/26  15:00:00,13.9,23.55336105,22.44002423,255.6,255.6,-1573.51482,-3942.235443,57547.23363,58761.80353,55557.9679,57693.78607,3562.780544,5010.252907
 11/26  16:00:00,13.9,23.55872653,22.34249458,284,284,-1431.011895,-3881.464654,57981.18832,59629.82471,55917.19746,58377.70506,3495.002757,5133.5843
 11/26  17:00:00,13.9,23.56740664,22.27783403,284,284,-1185.296782,-3631.58706,58048.43577,59548.60002,55780.41693,58091.22899,3453.315619,5088.958092
 11/26  18:00:00,13.3,23.59037958,22.23196969,14.2,14.2,-968.4000278,-3300.305297,58383.0779,59068.8801,55905.78194,57403.92588,3445.695984,4965.259519
 11/26  19:00:00,13.3,23.07302942,22.19792937,14.2,14.2,-2345.607002,-1863.930953,48798.87458,48284.71768,47822.05398,46595.8669,3322.427603,3552.781735
 11/26  20:00:00,13.3,22.87478759,22.30110441,14.2,14.2,-1438.085956,-2033.789356,49406.23458,54623.47854,47799.94255,52663.86736,3044.377983,3993.400543
 11/26  21:00:00,12.8,22.94704798,22.27960892,14.2,14.2,-948.3247982,-1928.321857,50065.22016,51403.457,48069.08849,49595.70495,2944.456469,3736.073909
 11/26  22:00:00,12.8,22.96966967,22.25886087,14.2,14.2,-691.1200533,-2166.410456,50057.18074,53610.65328,47888.04814,51745.1754,2860.252659,4031.888335
 11/26  23:00:00,13.3,23.03618127,22.22557528,14.2,14.2,-462.7698357,-2009.922997,50541.63439,51972.7744,48209.78346,50144.74786,2794.620766,3837.949536
 11/26  24:00:00,13.3,23.0515287,22.16609705,14.2,14.2,-319.8550432,-1850.642836,50687.74506,51946.37856,48259.23676,49962.08934,2748.363351,3834.932061
 11/27  01:00:00,13.3,22.58758164,22.16154637,14.2,14.2,-1448.647508,-490.2994846,36227.80733,36530.6077,35395.16356,34681.15618,2281.291282,2339.751006
 11/27  02:00:00,12.2,22.33806683,22.15138147,14.2,14.2,-346.6804017,-567.0502689,38850.68282,43593.85171,37308.88349,41708.19639,1888.479728,2452.705593
 11/27  03:00:00,12.2,22.4315287,22.14814789,14.2,14.2,-80.43627814,-488.8318819,39048.56623,40632.82566,37243.14684,38741.65801,1885.855667,2379.999532
 11/27  04:00:00,12.8,22.50062078,22.15151644,14.2,14.2,225.2823718,-718.7397353,39254.98999,42738.69356,37208.22783,40860.29934,1821.479781,2597.13396
 11/27  05:00:00,13.9,22.61453452,22.15552724,14.2,14.2,341.484786,-617.5074218,39804.51997,41321.21242,37657.47258,39480.20977,1805.5626,2458.510073
 11/27  06:00:00,15,22.68129526,22.15598614,14.2,14.2,290.2813892,-658.5210673,40026.27629,41326.53879,37956.33334,39506.74596,1779.661554,2478.3139
 11/27  07:00:00,12.8,22.8266265,22.27211416,14.2,14.2,-813.9490879,-2012.506632,52357.98552,55892.86645,49894.6605,53622.77787,3277.274108,4282.595208
 11/27  08:00:00,12.2,22.52151823,22.14733363,14.2,14.2,-1238.527904,-1743.619621,45384.39036,47770.86585,43559.18111,45698.01111,3063.737158,3816.474365
 11/27  09:00:00,12.2,22.74856621,22.2407392,14.2,14.2,-1761.276038,-3348.340084,60757.29911,65965.12569,58061.83348,63633.68148,4456.741676,5679.784291
 11/27  10:00:00,12.2,22.67491521,22.21840011,14.2,14.2,-2270.356354,-3077.500633,53510.24347,55642.62631,51750.5133,53855.14995,4030.086531,4864.976994
 11/27  11:00:00,12.2,23.1012197,22.54156923,14.2,14.2,-1931.8571,-3618.188562,56826.82495,61724.33145,54911.91282,60176.48228,3846.769225,5166.037732
 11/27  12:00:00,13.9,23.07892285,22.40004776,14.2,14.2,-1669.575783,-3313.437082,56360.78066,58416.08296,54360.75885,56933.04587,3669.597592,4796.474172
 11/27  13:00:00,14.4,23.21207045,22.38815861,14.2,14.2,-1530.333865,-3466.786253,57252.97094,60657.18222,55128.59137,59038.05369,3654.713434,5085.914781
 11/27  14:00:00,15,23.29223896,22.37276086,14.2,14.2,-1324.421556,-3404.224408,56810.50729,58903.78108,54682.21643,57431.73065,3452.71241,4876.274833
 11/27  15:00:00,15,23.43486584,22.36198506,14.2,14.2,-1075.330373,-3427.001044,57589.51419,58958.22098,55176.40574,57452.5485,3488.43882,4932.67352
 11/27  16:00:00,13.9,23.50078383,22.30000878,14.2,14.2,-1076.383758,-3518.279855,58144.41932,59913.78556,55732.49222,58337.94108,3488.310857,5094.12433
 11/27  17:00:00,13.3,23.49875478,22.2230316,14.2,14.2,-926.9593247,-3284.857552,58206.20924,59718.7028,55704.12051,57956.80038,3429.048056,5046.759974
 11/27  18:00:00,12.8,23.54626064,22.19127699,14.2,14.2,-794.7314387,-3074.229897,58290.48738,59123.41406,55651.39416,57266.96841,3433.824659,4930.675551
 11/27  19:00:00,12.2,23.04009271,22.15262489,14.2,14.2,-2255.410244,-1701.352843,48821.97265,48373.58871,47744.27672,46520.46664,3333.106171,3554.474908
 11/27  20:00:00,12.8,22.8501333,22.25778088,14.2,14.2,-1365.646101,-1862.568336,49347.76331,54579.40538,47656.44821,52453.11885,3056.961199,3988.854867
 11/27  21:00:00,12.2,22.92139486,22.23932368,14.2,14.2,-882.0603648,-1725.315504,50038.59213,51421.11103,47954.0672,49411.56069,2966.585303,3734.86584
 11/27  22:00:00,12.8,22.96262356,22.23842996,14.2,14.2,-658.1187013,-2031.965103,49969.09916,53575.34677,47742.15943,51572.30537,2885.058424,4035.006506
 11/27  23:00:00,12.2,23.01631441,22.18832198,14.2,14.2,-413.4104865,-1850.827989,50452.13554,51923.59491,48049.23121,49938.03127,2816.314813,3836.391627
 11/27  24:00:00,11.7,23.05340439,22.14570207,14.2,14.2,-293.8229949,-1753.69169,50604.82134,51910.95393,48121.66158,49819.39637,2776.98276,3845.249247
 11/28  01:00:00,11.7,22.54370315,22.09494475,14.2,14.2,-1362.613034,-311.2114813,36156.82373,36503.58951,35217.8683,34469.47113,2301.568468,2345.329858
 11/28  02:00:00,11.1,22.2893302,22.08167075,14.2,14.2,-217.3607057,-345.6031393,38788.14789,43543.04519,37111.42883,41442.30252,1894.079759,2446.345811
 11/28  03:00:00,10.6,22.35623684,22.05631626,14.2,14.2,116.5072422,-188.7029677,39002.66549,40610.68137,37001.34074,38439.6314,1884.817509,2359.752936
 11/28  04:00:00,10.6,22.40788551,22.04399296,14.2,14.2,483.7363698,-345.6807329,39219.10328,42717.40409,36922.05919,40497.77944,1813.307728,2565.30538
 11/28  05:00:00,10,22.48042689,22.01545214,14.2,14.2,699.0893928,-122.0665087,39770.72592,41342.09215,37287.02629,39053.50217,1784.610244,2410.656487
 11/28  06:00:00,10.6,22.54339741,22.01809215,14.2,14.2,692.8597742,-119.4227266,39986.83647,41335.03711,37536.89146,39034.23055,1757.085234,2420.229286
 11/28  07:00:00,10.6,22.70841356,22.15086601,14.2,14.2,-484.1715372,-1584.475229,52348.98458,55954.27118,49551.33492,53273.85851,3281.8212,4264.887892
 11/28  08:00:00,10.6,22.38627653,22.00982989,14.2,14.2,-968.1373286,-1296.698228,45213.21721,47646.48756,43164.27029,45252.86955,3017.084251,3690.316232
 11/28  09:00:00,11.1,22.67392655,22.15735354,14.2,14.2,-1494.877762,-2999.712778,60689.18314,66176.61225,57746.27683,63514.14374,4437.784072,5662.181293
 11/28  10:00:00,11.1,22.5143268,22.04973639,14.2,14.2,-1904.984827,-2550.101518,53349.83351,55401.41347,51252.25043,53189.34497,4002.567911,4762.170016
 11/28  11:00:00,11.7,22.76208129,22.21293266,14.2,14.2,-1113.713442,-2619.831804,56767.07048,61743.15046,54118.01445,59320.80554,3762.769478,5042.176726
 11/28  12:00:00,12.2,22.92222964,22.24507586,14.2,14.2,-1136.145579,-2718.040458,56399.72519,58589.09302,53899.77459,56565.19984,3636.096182,4741.933636
 11/28  13:00:00,13.3,23.07028239,22.25146065,14.2,14.2,-1153.110728,-3063.868811,57069.5329,60558.75671,54606.40097,58582.03595,3616.242665,5040.589572
 11/28  14:00:00,13.3,23.20233716,22.27742319,14.2,14.2,-1078.296078,-3123.349697,56838.19492,58914.9397,54429.10449,57171.17455,3487.3865,4867.114848
 11/28  15:00:00,13.9,23.33240818,22.27254028,14.2,14.2,-992.0321019,-3190.060424,57495.0192,58883.59165,54959.41443,57163.81346,3527.636872,4909.83861
 11/28  16:00:00,13.9,23.3746412,22.20978855,14.2,14.2,-951.6416543,-3278.679863,57841.45397,59765.99287,55314.62207,57983.09183,3478.473555,5061.58091
 11/28  17:00:00,13.3,23.36931581,22.12344279,14.2,14.2,-718.026734,-2998.008747,57883.07637,59630.35868,55170.35443,57610.6076,3430.748678,5017.759829
 11/28  18:00:00,12.8,23.4528722,22.10710118,14.2,14.2,-635.1944437,-2851.458483,58176.47361,59083.16328,55356.3803,57020.38646,3455.287746,4914.235304
 11/28  19:00:00,12.2,22.95977615,22.07645639,14.2,14.2,-2121.677165,-1467.859028,48655.80827,48318.22337,47442.23159,46244.56833,3335.253845,3541.514069
 11/28  20:00:00,11.7,22.77644063,22.1771994,14.2,14.2,-1215.183077,-1639.266394,49287.21532,54589.76665,47454.95877,52263.46744,3047.439623,3965.565612
 11/28  21:00:00,11.1,22.85769241,22.16064089,14.2,14.2,-745.3538109,-1531.48447,49931.18753,51336.92961,47722.42951,49160.87256,2954.111833,3707.541521
 11/28  22:00:00,10.6,22.8776883,22.13538565,14.2,14.2,-474.6635895,-1766.554076,49927.36658,53566.79522,47532.85543,51330.49359,2869.174736,4002.855702
 11/28  23:00:00,11.1,22.92565335,22.08221022,14.2,14.2,-198.7290907,-1546.746186,50419.47644,51913.98753,47824.25675,49665.12985,2793.948775,3795.603862
 11/28  24:00:00,11.1,23.0008579,22.07859632,14.2,14.2,-146.7599096,-1534.851074,50573.51885,51903.16431,47952.14538,49622.39607,2768.133378,3815.619314
 11/29  01:00:00,10.6,22.47134411,22.00712592,14.2,14.2,-1160.783947,-14.63206375,36149.50066,36523.85421,35040.24427,34243.3196,2270.040341,2295.166678
 11/29  02:00:00,10.6,22.22863478,22.01414257,14.2,14.2,-23.5857888,-56.41019169,38839.34786,43628.11526,36999.18675,41290.56962,1863.746897,2393.955832
 11/29  03:00:00,10,22.29989556,21.99633949,14.2,14.2,282.7310099,63.189015,39023.48687,40666.26025,36879.16816,38285.3479,1861.587709,2317.723336
 11/29  04:00:00,8.9,22.33215143,21.96432888,14.2,14.2,690.2362317,-64.68224843,39241.55612,42789.96701,36762.36285,40332.52363,1788.957039,2522.12563
 11/29  05:00:00,9.4,22.42712092,21.95525121,14.2,14.2,873.2234631,111.7824789,39807.26069,41422.19482,37168.67404,38932.31957,1765.363181,2378.092776
 11/29  06:00:00,8.9,22.46636679,21.93693071,14.2,14.2,886.4443909,151.1845177,40013.01138,41409.24347,37395.37941,38876.51153,1731.187579,2381.54742
 11/29  07:00:00,6.7,22.56905229,22.00617242,14.2,14.2,-90.76223803,-1080.981701,52353.16297,55988.97468,49215.18444,52883.5322,3228.740768,4186.424181
 11/29  08:00:00,8.9,22.32940897,21.94848826,14.2,14.2,-659.8258228,-975.9463004,45326.39733,47835.13121,42980.09651,45086.02456,3006.12665,3725.052954
 11/29  09:00:00,8.3,22.60972232,22.09808656,14.2,14.2,-1325.122189,-2782.76655,60737.15135,66009.1979,57631.91284,63169.47134,4430.360697,5622.493114
 11/29  10:00:00,9.4,22.54022667,22.07610573,255.6,255.6,-1954.554631,-2632.897948,53354.6849,55563.14957,51310.58642,53390.27508,3998.653112,4805.772434
 11/29  11:00:00,9.4,22.84570045,22.27482171,269.8,269.8,-1355.696987,-2894.555927,56776.72358,61720.32714,54332.06501,59530.33435,3800.355559,5084.548716
 11/29  12:00:00,10,23.040331,22.34925395,284,284,-1507.087478,-3120.667255,56300.65638,58433.12812,54132.68493,56755.93863,3675.058932,4797.856746
 11/29  13:00:00,10.6,23.31746123,22.4971382,269.8,269.8,-1818.192664,-3776.755828,56971.62225,60398.64314,55097.59718,59034.88312,3692.217741,5140.515852
 11/29  14:00:00,11.7,23.31274698,22.39815136,227.2,227.2,-1560.790066,-3600.061674,56620.64096,58625.7758,54666.50892,57315.67094,3514.922105,4910.166542
 11/29  15:00:00,11.7,23.45174662,22.38976151,255.6,255.6,-1309.41561,-3576.228189,57344.8343,58672.7674,55081.24039,57295.25501,3573.009517,4953.740581
 11/29  16:00:00,12.2,23.44776444,22.27194048,284,284,-1206.289652,-3582.156577,57875.77758,59754.24418,55573.16218,58215.6061,3508.905043,5120.794657
 11/29  17:00:00,11.1,23.36287597,22.11139018,284,284,-776.8337745,-3093.772963,57829.05064,59597.41454,55184.66639,57655.45744,3421.218026,5035.730067
 11/29  18:00:00,10,23.37269166,22.03840546,14.2,14.2,-410.1526871,-2591.224628,58140.55171,58959.8047,55133.78122,56689.45028,3416.923178,4861.579051
 11/29  19:00:00,9.4,22.87277937,22.00450482,14.2,14.2,-1827.086353,-1153.358664,48724.89571,48307.11811,47264.52756,45985.97717,3287.45451,3474.499599
 11/29  20:00:00,8.3,22.57613537,22.00415246,14.2,14.2,-706.3715664,-1084.381561,49355.49381,54710.82698,47077.0279,51900.02913,2984.837476,3895.17942
 11/29  21:00:00,7.2,22.6336543,21.96545491,14.2,14.2,-71.48153224,-817.8408783,50024.92523,51481.6803,47225.72447,48692.35181,2870.682295,3607.169364
 11/29  22:00:00,6.7,22.73780198,22.03387809,14.2,14.2,-8.69309644,-1256.667184,50064.47035,53774.27497,47264.27346,51103.53054,2808.889989,3927.411615
 11/29  23:00:00,6.7,22.77809442,21.98283908,14.2,14.2,187.4174619,-1122.199409,50403.14365,51977.75083,47480.8704,49388.68974,2734.855783,3711.260498
 11/29  24:00:00,5.6,22.73729666,21.86932281,14.2,14.2,500.355112,-783.4333004,50606.6844,52016.83997,47426.01243,49106.87484,2680.316863,3693.398433
 11/30  01:00:00,5,22.24834573,21.81899734,14.2,14.2,-429.3495697,744.7363529,36167.99274,36686.07199,34429.42422,33736.03353,2167.918092,2205.302109
 11/30  02:00:00,5,21.99064528,21.80161531,14.2,14.2,728.1480141,728.4036064,38960.3079,43734.29521,36470.9396,40727.67035,1761.220281,2278.221257
 11/30  03:00:00,4.4,22.10181156,21.81877407,14.2,14.2,954.2170434,726.1122704,39225.37992,40978.61819,36493.89218,38012.72858,1777.270695,2239.777341
 11/30  04:00:00,3.9,22.09964963,21.74343914,14.2,14.2,1436.621811,711.7027305,39366.62961,42872.01133,36248.69272,39715.81418,1681.315073,2444.494418
 11/30  05:00:00,3.3,22.20680457,21.7711318,14.2,14.2,1530.683039,704.9379435,39956.28273,42851.19252,36734.8797,39701.76195,1690.719989,2444.492619
 11/30  06:00:00,3.9,22.24476342,21.75756877,14.2,14.2,1534.581255,854.3368465,40111.2723,41755.48505,36929.09798,38605.68867,1647.593073,2295.459532
 11/30  07:00:00,3.9,22.43400436,21.89770372,14.2,14.2,416.178192,-491.7417344,52422.34764,55461.48462,48874.62368,51966.68178,3131.54576,3986.544577
 11/30  08:00:00,4.4,22.17068306,21.80988477,14.2,14.2,-166.6444946,-529.6917723,45470.72661,48375.87586,42709.97524,45208.89874,2927.395863,3696.668894
 11/30  09:00:00,7.2,22.58057893,22.08624115,14.2,14.2,-1118.187794,-2633.958934,60858.65496,65942.71724,57606.4634,63010.89018,4370.379354,5565.785988
 11/30  10:00:00,7.8,22.65043988,22.20406914,255.6,255.6,-2185.27707,-2998.403373,53381.88745,55740.82155,51580.65465,53897.88479,3986.509873,4841.340138
 11/30  11:00:00,8.9,22.89301275,22.32112167,269.8,269.8,-1525.501038,-3196.179791,56730.78403,61499.73015,54469.99773,59601.07101,3786.287338,5094.838932
 11/30  12:00:00,8.9,23.15814939,22.46404406,284,284,-1765.15802,-3518.308502,56326.06684,58433.86808,54412.52237,57101.83287,3678.702489,4850.343708
 11/30  13:00:00,10,23.2363005,22.39533781,269.8,269.8,-1685.810996,-3777.266356,56934.69704,60207.85768,54972.43933,58864.3421,3648.068707,5120.781941
 11/30  14:00:00,10.6,23.42585901,22.47560562,227.2,227.2,-1622.266171,-3864.281183,56864.20273,58781.35994,54947.38032,57657.82897,3539.088581,4987.812157
 11/30  15:00:00,11.7,23.49681342,22.41417296,255.6,255.6,-1500.68158,-3861.332791,57471.95595,58712.80867,55422.46588,57566.55125,3550.17165,5007.590214
 11/30  16:00:00,11.1,23.41494609,22.23918446,284,284,-1157.086395,-3545.269954,57772.97028,59462.81831,55468.95831,57933.40814,3461.098365,5074.680118
 11/30  17:00:00,11.1,23.3758712,22.11315757,284,284,-700.3444893,-3062.367622,57919.01641,59423.39931,55194.32015,57491.68033,3425.040748,4994.086593
 11/30  18:00:00,10.6,23.4036864,22.06048087,14.2,14.2,-471.7374536,-2685.425877,58335.59657,59132.5586,55392.98357,56929.04628,3414.350447,4888.938195
 11/30  19:00:00,10,22.90227987,22.03473947,14.2,14.2,-1906.091705,-1283.595983,48697.41207,48424.95761,47319.81169,46203.684,3283.692091,3504.869599
 11/30  20:00:00,10,22.7170187,22.14129209,14.2,14.2,-1006.362833,-1472.217831,49396.31589,54657.82073,47391.73533,52200.31798,3010.943386,3929.720574
 11/30  21:00:00,10,22.72380615,22.05614449,14.2,14.2,-376.3419201,-1194.067674,49994.27183,51411.71825,47473.88805,48960.4807,2896.725699,3645.30523
 11/30  22:00:00,9.6,22.75479545,22.04151653,14.2,14.2,-99.47856564,-1381.386961,50075.19936,53721.30065,47363.15873,51166.66956,2811.519189,3936.018054
 11/30  23:00:00,9.2,22.7725103,21.96979142,14.2,14.2,213.5969655,-1118.343486,50474.45897,52059.88859,47534.71832,49458.1729,2726.143683,3720.059183
 11/30  24:00:00,8.8,22.83777752,21.95702554,14.2,14.2,316.0392286,-1062.121998,50654.88956,52028.16547,47636.39755,49361.04972,2702.452784,3729.237747
 12/01  01:00:00,8.4,22.31674896,21.88090665,14.2,14.2,-633.4919513,494.7993874,36245.4874,36688.14833,34713.33867,33992.27288,2165.640682,2201.076058
 12/01  02:00:00,8,22.05144655,21.86230187,14.2,14.2,579.9729987,559.3023062,38945.39463,43726.99746,36658.21616,40946.54804,1707.205469,2221.14711
 12/01  03:00:00,7.6,22.12356817,21.84980953,14.2,14.2,911.0627462,702.0309941,39195.24983,40909.49273,36604.41766,38084.70183,1679.769431,2122.759903
 12/01  04:00:00,7.2,22.17492008,21.83040193,14.2,14.2,1300.836794,563.990829,39334.28504,42832.22538,36446.29888,39941.74481,1587.149366,2326.489742
 12/01  05:00:00,7.2,22.2903559,21.8695409,14.2,14.2,1297.744886,460.3931576,39896.85508,42829.8975,37006.56542,40031.45885,1592.544779,2338.045496
 12/01  06:00:00,8.9,22.32875292,21.86330582,14.2,14.2,1277.488781,597.4691026,39976.74095,41631.67007,37152.00028,38852.56908,1547.251889,2181.631892
 12/01  07:00:00,8.3,22.51297349,21.99548129,14.2,14.2,234.0247609,-702.4614727,52281.22902,55281.865,49058.65232,52153.39077,2988.551939,3830.935703
 12/01  08:00:00,9.4,22.27700212,21.92721843,14.2,14.2,-400.1407403,-814.6527379,45462.51871,48319.33302,43045.78956,45557.50381,2816.869886,3576.481946
 12/01  09:00:00,10.6,22.75336073,22.26713967,14.2,14.2,-1519.485328,-3095.500739,60717.69771,65771.00117,57992.81286,63427.7006,4244.370173,5438.801305
 12/01  10:00:00,12.2,22.6188408,22.19375019,255.6,255.6,-2152.160641,-2930.682866,53298.57165,55598.50805,51595.49216,53845.49631,3855.240137,4683.694603
 12/01  11:00:00,13.3,22.9320556,22.39147754,269.8,269.8,-1565.40182,-3201.201019,56713.77022,61588.27599,54628.32623,59859.55822,3650.845809,4929.918792
 12/01  12:00:00,13.9,23.19797411,22.54138033,284,284,-1863.80861,-3571.679954,56233.34431,58330.02892,54549.25563,57216.92728,3547.897286,4684.7816
 12/01  13:00:00,14.4,23.39769876,22.60852969,269.8,269.8,-2017.693673,-4072.022752,56829.83633,60184.13815,55307.26585,59264.17314,3540.264153,4991.987763
 12/01  14:00:00,14.4,23.44174156,22.5495844,227.2,227.2,-1780.116084,-3929.265943,56668.66358,58608.26476,55051.86487,57730.12109,3396.914796,4807.409615
 12/01  15:00:00,16.1,23.60324849,22.57107899,255.6,255.6,-1668.343661,-4018.131188,57326.13323,58606.51468,55546.57307,57766.12055,3447.903828,4858.525321
 12/01  16:00:00,15.6,23.54939692,22.38378172,284,284,-1489.594178,-3991.070985,57765.33589,59551.77793,55887.61599,58547.40293,3367.314074,4995.445983
 12/01  17:00:00,13.9,23.50835389,22.28303102,284,284,-1052.610798,-3349.534206,57759.33766,59372.93834,55479.59676,57777.35712,3332.351701,4945.115431
 12/01  18:00:00,13.3,23.55339944,22.23658504,14.2,14.2,-839.8429752,-3061.697766,58176.4186,58902.7301,55681.61539,57205.74983,3334.64619,4758.678034
 12/01  19:00:00,12.2,23.01928014,22.1613665,14.2,14.2,-2167.845903,-1549.002891,48567.02782,48105.19947,47536.11083,46266.45577,3198.762893,3387.746597
 12/01  20:00:00,12.2,22.76109313,22.18137138,14.2,14.2,-1107.899299,-1525.047185,49300.91375,54658.28745,47507.61919,52384.89877,2901.193865,3798.43587
 12/01  21:00:00,10,22.87446342,22.19873181,14.2,14.2,-691.9814801,-1438.438292,49916.82993,51337.95551,47800.60205,49236.73756,2808.209351,3539.656236
 12/01  22:00:00,10,22.88386761,22.16090643,14.2,14.2,-435.6038479,-1684.11115,49891.91136,53564.39047,47604.0023,51418.18267,2723.51291,3830.318942
 12/01  23:00:00,10,22.89184164,22.07515985,14.2,14.2,-85.21726223,-1330.983928,50397.63407,51927.49481,47836.58599,49648.42293,2646.265349,3610.055805
 12/01  24:00:00,9.4,22.98629872,22.0930032,14.2,14.2,-55.63581711,-1365.016719,50530.25435,51885.21594,47959.97661,49625.19041,2625.913553,3625.042247
 12/02  01:00:00,8.9,22.42074005,21.96885356,14.2,14.2,-905.6261571,215.0630444,36113.91666,36566.3746,34869.51739,34168.51911,2150.025428,2182.792444
 12/02  02:00:00,7.8,22.20173078,21.99227171,14.2,14.2,174.3436047,183.1924349,38598.67436,43330.07753,36701.59264,40915.65256,1722.73812,2231.232529
 12/02  03:00:00,7.2,22.26805553,21.97178784,14.2,14.2,465.6581886,267.1928464,39165.91447,40912.07373,36971.9068,38470.09992,1728.349484,2174.780963
 12/02  04:00:00,7.2,22.26373124,21.90622257,14.2,14.2,932.5683926,281.0577334,39172.73177,42632.23526,36624.85689,40002.96138,1615.306484,2348.216149
 12/02  05:00:00,6.7,22.31526821,21.88573914,14.2,14.2,1154.25865,407.8374012,39747.27202,42630.40022,36975.68052,39888.74143,1617.332851,2333.821387
 12/02  06:00:00,6.7,22.40362951,21.91581148,14.2,14.2,1106.086329,444.442755,39959.94874,41633.10854,37262.50494,38977.04018,1591.357472,2211.62561
 12/02  07:00:00,8.3,22.53456742,21.99247375,14.2,14.2,124.1525385,-765.0572192,52297.21069,55392.35855,49142.2133,52280.77917,3030.844852,3876.6366
 12/02  08:00:00,10,22.35614563,21.98580094,14.2,14.2,-598.894242,-968.650818,45431.99295,48239.02629,43186.26847,45618.02322,2844.618717,3589.653887
 12/02  09:00:00,10,22.67571159,22.16543035,14.2,14.2,-1380.846789,-2847.079692,60703.44725,65790.64514,57837.5033,63214.97937,4246.790738,5422.745467
 12/02  10:00:00,10.6,22.59924141,22.14684525,255.6,255.6,-2041.3436,-2715.922061,53380.29216,55696.23063,51567.98383,53749.63734,3853.651935,4662.515358
 12/02  11:00:00,11.1,22.91829074,22.3481181,269.8,269.8,-1514.804825,-3051.138348,56706.29739,61602.91359,54564.75964,59735.31789,3656.342574,4918.734054
 12/02  12:00:00,11.7,23.05115095,22.35771462,284,284,-1538.482017,-3095.702842,56241.17614,58359.14861,54259.20525,56838.72114,3520.452907,4616.130318
 12/02  13:00:00,12.2,23.26698584,22.43118854,269.8,269.8,-1693.367208,-3560.094552,56954.92504,60358.23933,55133.12204,58997.72126,3515.170214,4920.612626
 12/02  14:00:00,12.2,23.32662824,22.39991534,227.2,227.2,-1517.238506,-3473.836601,56649.16851,58713.38293,54802.17926,57456.98176,3364.227758,4730.237764
 12/02  15:00:00,12.8,23.2816432,22.22980477,255.6,255.6,-1028.668666,-3060.057611,57348.12319,58676.26013,55018.09109,57047.96343,3358.700759,4688.354309
