Date/Time,Outside tempertaure,WEST ZONE:Zone Operative Temperature [C](Hourly),EAST ZONE:Zone Operative Temperature [C](Hourly),WEST ZONE:Zone Lights Total Heating Rate [W](Hourly),EAST ZONE:Zone Lights Total Heating Rate [W](Hourly),West Zone:total power (Electric Machine (such as CPU) genearated power-air system cooling),East Zone:total power (genearated power-air system cooling),WESTDATACENTER_EQUIP:ITE Total Heat Gain to Zone Rate [W](Hourly),EAST ZONE:Zone ITE Total Heat Gain to Zone Rate [W](Hourly),WEST ZONE:Zone Air System Sensible Cooling Rate [W](Hourly),EAST ZONE:Zone Air System Sensible Cooling Rate [W](Hourly),WEST PLENUM:Zone Air System Sensible Cooling Rate [W](Hourly),EAST PLENUM:Zone Air System Sensible Cooling Rate [W](Hourly)
 02/28  08:00:00,10.7,22.436092,22.0944288,14.2,14.2,-896.3806893,-1368.694843,45242.69404,48040.66292,43322.17385,45828.38219,2816.900877,3580.975566
 02/28  09:00:00,10.4,22.74269938,22.25158826,14.2,14.2,-1321.623189,-2891.862251,60446.8683,65455.44137,57689.0864,63047.34846,4079.405096,5299.95516
 02/28  10:00:00,10,22.56480573,22.11422559,255.6,255.6,-1742.572523,-2514.582573,53414.20786,55787.98143,51472.43583,53785.37379,3684.344548,4517.190214
 02/28  11:00:00,10.9,22.84896271,22.28238136,269.8,269.8,-1197.616567,-2731.844416,56756.46634,61526.00446,54416.13367,59484.52547,3537.94924,4773.323406
 02/28  12:00:00,11.9,22.94651974,22.270998,284,284,-1178.497759,-2668.433885,56285.2536,58419.47894,54068.10566,56623.29651,3395.645703,4464.616309
 02/28  13:00:00,12.8,23.15770576,22.34146348,269.8,269.8,-1342.637024,-3154.913762,56947.78965,60341.17247,54891.73789,58732.44845,3398.688781,4763.637779
 02/28  14:00:00,12.6,23.19743583,22.30133262,227.2,227.2,-1172.183961,-3025.342313,56554.37622,58704.95637,54479.39115,57160.10165,3247.169032,4570.197034
 02/28  15:00:00,12.4,23.31417418,22.28958635,255.6,255.6,-971.89822,-3019.608042,57235.33531,58652.74034,54911.83356,57083.81462,3295.399975,4588.533762
 02/28  16:00:00,12.2,23.38278424,22.26325916,284,284,-1010.638281,-3164.355255,57653.13038,59628.09464,55404.89563,58036.00284,3258.873025,4756.447055
 02/28  17:00:00,11.3,23.38200331,22.19351381,284,284,-837.7768813,-2987.288483,57634.71268,59551.77734,55261.73458,57804.29476,3210.754984,4734.771063
 02/28  18:00:00,10.3,23.35735767,22.09486206,14.2,14.2,-515.8337154,-2515.487203,57860.18936,58921.78428,55184.19829,56863.37045,3191.82479,4573.901032
 02/28  19:00:00,9.4,22.85342539,22.03735314,14.2,14.2,-1751.831485,-1030.94405,48329.91595,48100.23305,47043.12548,45926.16113,3038.621946,3205.015975
 02/28  20:00:00,9,22.66757965,22.11125484,14.2,14.2,-847.9884934,-1159.741063,49249.28288,54647.84345,47314.63485,52173.81026,2782.636523,3633.774246
 02/28  21:00:00,8.7,22.7296158,22.0871639,14.2,14.2,-386.3449326,-991.4116599,49713.41583,51207.44253,47414.559,48840.89772,2685.201764,3357.956474
 02/28  22:00:00,8.8,22.75561818,22.06190904,14.2,14.2,-147.5119692,-1246.453382,49780.75899,53557.12387,47317.70608,51144.53415,2610.56488,3659.043096
 02/28  23:00:00,8.9,22.80461362,22.023863,14.2,14.2,91.00883109,-1038.837638,50149.03156,51846.43353,47516.46721,49429.60367,2541.555523,3455.667498
 02/28  24:00:00,9,22.84194708,21.99062121,14.2,14.2,208.3865443,-953.5560972,50342.37644,51792.58041,47622.98296,49291.64385,2511.006934,3454.492662
 03/01  01:00:00,9.1,22.37702895,21.94734398,14.2,14.2,-724.0463217,399.0289771,35869.89133,36453.74837,34578.0267,34005.86355,2015.910956,2048.85585
 03/01  02:00:00,9.2,22.13313032,21.92626844,14.2,14.2,346.1155204,376.4691793,38687.61571,43361.96458,36714.09421,40877.14327,1627.405984,2108.35213
 03/01  03:00:00,9.3,22.20304222,21.91110665,14.2,14.2,608.642352,452.1705827,39057.75059,40862.51129,36801.11693,38331.11039,1647.991302,2079.230314
 03/01  04:00:00,9.4,22.26354423,21.90222031,14.2,14.2,950.0752131,284.7957844,39149.789,42602.10816,36626.62709,40030.30961,1573.086697,2287.002774
 03/01  05:00:00,10,22.36173172,21.92512077,14.2,14.2,980.9559148,214.7371148,39708.72929,42592.89855,37141.74544,40073.62833,1586.027943,2304.533106
 03/01  06:00:00,9.4,22.3618634,21.88142422,14.2,14.2,1063.309297,456.1170092,39824.12303,41513.94958,37226.90291,38905.86413,1533.910831,2151.968444
 03/01  07:00:00,9.4,22.54603597,22.01553433,14.2,14.2,89.28174403,-769.6626782,52150.37867,55196.63195,49095.2775,52177.13648,2965.819428,3789.158143
 03/01  08:00:00,10,22.32354983,21.96068819,14.2,14.2,-537.0965603,-890.1097248,45429.51409,48306.59604,43170.5502,45659.76447,2796.060444,3536.941297
 03/01  09:00:00,10,22.60730143,22.09359904,14.2,14.2,-907.1419894,-2350.974639,60648.01673,65704.16837,57490.62862,62795.54065,4064.530092,5259.602362
 03/01  10:00:00,10,22.47411165,22.00039313,255.6,255.6,-1446.75449,-2092.35515,53575.3605,56005.60632,51343.64211,53607.61072,3678.472876,4490.35075
 03/01  11:00:00,10,22.79384693,22.20369579,269.8,269.8,-1016.950968,-2442.367046,56895.68711,61700.29249,54365.69214,59380.76745,3546.945934,4761.892083
 03/01  12:00:00,11.7,23.27417465,22.55234041,284,284,-1892.195413,-3495.545735,56395.34518,58576.30829,54783.35138,57448.76511,3504.189213,4623.088914
 03/01  13:00:00,15,23.44326309,22.58401256,269.8,269.8,-1917.777203,-3983.973665,56693.23961,59990.34541,55215.553,59039.73278,3395.463811,4934.586298
 03/01  14:00:00,17.2,23.62031993,22.62883612,227.2,227.2,-1911.967361,-4160.120916,56813.47508,59726.78059,55368.57304,58946.35922,3356.86941,4940.54228
 03/01  15:00:00,20.6,23.73212808,22.58090998,255.6,255.6,-1891.231884,-4100.448967,57481.40299,58682.39939,55988.49806,57967.30207,3384.136815,4815.546288
 03/01  16:00:00,20,23.72539825,22.46199877,284,284,-1778.88247,-3994.957407,57813.10486,58751.41187,56271.94024,57923.01336,3320.047091,4823.355917
 03/01  17:00:00,17.8,23.61659103,22.27750361,284,284,-1327.683431,-3565.341866,57863.80331,59283.01536,55923.73679,58013.4121,3267.749949,4834.945123
 03/01  18:00:00,15,23.6007651,22.18453812,14.2,14.2,-944.2441651,-3045.614523,58254.44587,59203.39534,55936.43065,57511.51659,3262.25938,4737.493276
 03/01  19:00:00,12.2,23.04543239,22.12342272,14.2,14.2,-2266.230306,-1406.870581,48707.94909,48167.60892,47788.0806,46259.64492,3186.098799,3314.834576
 03/01  20:00:00,13.3,22.82523701,22.20259714,14.2,14.2,-1325.737102,-1530.770975,49198.98135,54688.15816,47645.30194,52494.39193,2879.416516,3724.537205
 03/01  21:00:00,11.7,22.91310608,22.19808472,14.2,14.2,-862.2310307,-1431.931849,49872.16338,51279.81437,47948.16755,49245.32669,2786.226865,3466.419519
 03/01  22:00:00,11.1,22.90645316,22.15047207,14.2,14.2,-549.7892107,-1644.067286,49815.82176,53571.23991,47672.34874,51455.66858,2693.262224,3759.638615
 03/01  23:00:00,11.7,22.94848064,22.09797017,14.2,14.2,-250.30497,-1375.955653,50382.46962,51930.29477,48002.93376,49749.99882,2629.840834,3556.251609
