period4	week	month	day	hour	ambient	t_w	t_e	lf_w	lf_e	pwr_w	pwr_e	hg_w	hg_e	crz_w	crz_e	crp_w	crp_e
10	6	2	10	12	10.4	23.0205947455	22.3646670383	14.2	14.2	-1304.0393561325	-2837.2646243836	56234.9790970606	58387.290834786	54164.5725934442	56782.5495010096	3374.4458597489	4442.00595816
10	6	2	10	13	11.1	23.2259135115	22.4180371324	14.2	14.2	-1484.6868861109	-3337.7863083057	56925.2734901729	60341.6953683481	55027.809211062	58922.2022789968	3382.1511652218	4757.279397657
10	6	2	10	14	13	23.2470017745	22.3519823018	14.2	14.2	-1286.2220306427	-3178.6627131489	56554.6755889769	58689.4885001649	54617.8084607472	57303.9193245548	3223.0891588724	4564.231888759
10	6	2	10	15	14.8	23.4847638845	22.4505930114	14.2	14.2	-1282.5766242599	-3437.164633153	57235.3005173995	58605.3903195162	55206.2255935301	57421.5394913655	3311.6515481293	4621.0154613037
10	6	2	10	16	16.7	23.4745312335	22.3436834197	14.2	14.2	-1298.2317251244	-3507.7757899774	57712.3475805792	59608.3674382716	55766.892926662	58330.0935659833	3243.6863790416	4786.0496622657
10	6	2	10	17	15	23.367493898	22.1498295322	14.2	14.2	-839.7768077649	-3072.9931675453	57563.3775338068	59427.7819670696	55241.4736269573	57805.0416637451	3161.6807146144	4695.7334708698
10	6	2	10	18	13.4	23.3481066033	22.0610676627	14.2	14.2	-452.1614360496	-2389.4590174599	57939.7860681088	58824.9543594985	55230.4394849785	56675.8003004338	3161.5080191799	4538.6130765246
10	6	2	10	19	11.7	22.8668222477	22.037340167	14.2	14.2	-1762.3420161396	-974.8149181715	48524.8481267773	48244.2080460465	47257.5234414092	46039.5109766237	3029.6667015077	3179.5119875943
10	6	2	10	20	11.7	22.7114217778	22.1454247117	14.2	14.2	-953.4944929369	-1234.6532350981	49251.1267256642	54694.5305770986	47432.7095439368	52313.6861253541	2771.9116746643	3615.4976868426
10	6	2	10	21	11.7	22.8042918841	22.150002934	14.2	14.2	-588.5644409119	-1199.6703424515	49754.0704422737	51254.9741154465	47655.527742011	49089.9318956536	2687.1071411746	3364.7125622444
10	6	2	10	22	11.7	22.8429651727	22.1365366489	14.2	14.2	-395.1576727429	-1522.124777307	49768.1987861337	53541.4328682564	47547.8408928107	51391.7932053556	2615.5155660659	3671.7644402078
10	6	2	10	23	11.3	22.8925140712	22.0946027577	14.2	14.2	-164.3610640953	-1322.2948946747	50197.1234228426	51851.80518365	47809.5350427233	49696.8997256081	2551.9494442146	3477.2003527166
10	6	2	10	24	11	22.9226394449	22.0568764049	14.2	14.2	-41.4590887291	-1214.6031101093	50362.2535248386	51786.7941747365	47887.4762732799	49529.3684863174	2516.2363402878	3472.0287985284
10	6	2	11	1	10.6	22.425413359	21.9851703227	14.2	14.2	-865.2099582938	258.2436620051	35896.4082977038	36433.0661475391	34717.3982808888	34100.9848570629	2044.2199751088	2073.8376284711
10	6	2	11	2	9.8	22.1560694551	21.9491853898	14.2	14.2	292.3430682273	370.9510570179	38464.0829872391	43136.2523569518	36552.837030402	40660.6748760567	1618.9028886098	2104.6264238772
10	6	2	11	3	9.1	22.187049186	21.9076189255	14.2	14.2	699.0791073139	606.3756489728	39179.1808465515	41020.8460938913	36871.8783989223	38392.7387422145	1608.2233403153	2021.731702704
10	6	2	11	4	8.3	22.1724671102	21.8450522841	14.2	14.2	1174.6483726524	674.9340074705	39138.8848223791	42603.740680897	36472.6959742619	39761.6538909121	1491.5404754648	2167.1527825144
10	6	2	11	5	8.3	22.2556702767	21.8597135368	14.2	14.2	1332.9917357496	695.3006671735	39652.6494713564	42634.569581733	36811.7930265007	39767.9830828113	1507.8647091061	2171.2858317482
10	6	2	11	6	8.3	22.3164861742	21.8672871935	14.2	14.2	1294.6901144324	753.545757073	39905.5585585421	41735.6211663424	37130.9918211481	38917.9754176558	1479.8766229616	2064.0999916136
10	6	2	11	7	8.3	22.5076121459	21.9978396516	14.2	14.2	240.8615003659	-613.8342041948	52174.0660988112	55421.8852854385	49030.8064504753	52301.908265247	2902.39814797	3733.8112243863
10	6	2	11	8	8.3	22.2649150717	21.9138030296	14.2	14.2	-374.7204939747	-661.4120460122	45346.331351348	48138.7311761369	42980.6985720197	45341.7637823704	2740.353273303	3458.3794397787
10	6	2	11	9	8.3	22.5551297005	22.0719967272	14.2	14.2	-1014.1011671451	-2390.0780444165	60499.5776630567	65631.7719045546	57432.3419370843	62800.1361262044	4081.3368931175	5221.7138227667
10	6	2	11	10	8.3	22.4620301447	22.0258423381	255.6	255.6	-1594.9538073941	-2185.9263623628	53413.9953517794	55822.0314108369	51319.5758068778	53537.0586662712	3689.3733522957	4470.8991069285
10	6	2	11	11	10.2	22.8182934226	22.2604489966	269.8	269.8	-1190.2115793033	-2634.8191806031	56683.4881646558	61610.570631489	54360.3651988709	59512.1007743152	3513.3345450882	4733.2890377769
10	6	2	11	12	12	23.1141642621	22.4314450385	284	284	-1626.1147911637	-3140.5103559053	56149.6250094931	58332.2436483728	54353.3700118363	56971.4169422977	3422.3697888205	4501.3370619804
10	6	2	11	13	13.9	23.357270548	22.527359774	269.8	269.8	-1901.6851491782	-3762.8066902234	56715.4332855131	60134.1600371649	55189.1077007292	59082.3262575732	3428.0107339621	4814.6404698151
10	6	2	11	14	14.8	23.3958638822	22.4636882093	227.2	227.2	-1712.470583629	-3624.6431183132	56526.0380314331	58555.2861309873	54958.4088264608	57546.0033739474	3280.0997886013	4633.9258753531
10	6	2	11	15	15.8	23.4551553351	22.3923603301	255.6	255.6	-1419.012337644	-3479.5228021192	57161.0137234611	58512.616326989	55274.2330650317	57356.7486918726	3305.7929960734	4635.3904372356
10	6	2	11	16	16.7	23.4846831607	22.3110072351	284	284	-1301.1202542233	-3499.821444912	57630.8480128469	59470.9674390922	55669.4714601063	58198.651050691	3262.4968069639	4772.1378333132
10	6	2	11	17	15.2	23.4495580967	22.1904740841	284	284	-1035.4601438448	-3208.1085573761	57703.1041062209	59449.1141517333	55537.2135066814	57920.2212201375	3201.3507433843	4737.0014889719
10	6	2	11	18	13.7	23.4156096089	22.1054312845	14.2	14.2	-667.0051214875	-2588.6377646841	57940.1228056204	58901.592371365	55431.6768299607	56907.7206254148	3175.4510971472	4582.5095106343
10	6	2	11	19	12.2	22.9223140699	22.0751171206	14.2	14.2	-1908.2327996292	-1107.3027717014	48442.6844016474	48118.9026499179	47310.6675772369	46044.3798082291	3040.2496240397	3181.8256133902
10	6	2	11	20	11.8	22.7458419635	22.1672000193	14.2	14.2	-1045.6447237774	-1298.1613203558	49278.0652208559	54715.5165471221	47535.3050989812	52388.0569024859	2788.404845652	3625.620964992
10	6	2	11	21	11.5	22.8210627278	22.1577292697	14.2	14.2	-624.551487267	-1202.5874504478	49770.307905722	51257.806221182	47699.2695410254	49097.2574095577	2695.5898519636	3363.1362620721
10	6	2	11	22	11.1	22.845321716	22.1316430257	14.2	14.2	-392.2648987726	-1479.6341876516	49808.96691518	53589.1176354599	47580.8758632313	51399.5503448323	2620.3559507213	3669.2014782792
10	6	2	11	23	10.9	22.8971693939	22.0947226823	14.2	14.2	-157.2467555844	-1283.8019339275	50215.4908132723	51885.6581158415	47817.9573983577	49696.9251817074	2554.780170499	3472.5348680616
10	6	2	11	24	10.8	22.9344895393	22.0623711252	14.2	14.2	-50.347498273	-1205.7591125184	50389.3591217868	51818.2429639041	47917.6099737417	49552.0851606049	2522.0966463181	3471.9169158176
10	6	2	12	1	10.6	22.4595662006	22.0143274285	14.2	14.2	-955.4441407798	178.0759111945	35917.547648189	36467.8306485505	34820.433233178	34208.2464541835	2052.5585557908	2081.5082831725
10	6	2	12	2	10.6	22.2229965088	22.0057226003	14.2	14.2	117.2516736933	175.3631269144	38469.5662667542	43136.371050277	36715.8831683299	40839.7540234955	1636.431424731	2121.2538998671
10	6	2	12	3	10.6	22.2985732371	22.0013744345	14.2	14.2	382.573075461	243.7311665676	39112.0713729706	40933.7340500528	37087.9676523827	38623.253156379	1641.5306451269	2066.7497271062
10	6	2	12	4	10.6	22.3653498713	22.0057272984	14.2	14.2	668.0529318983	49.3154578289	39060.330796488	42497.1088005286	36841.3904545151	40196.3729980498	1550.8874100746	2251.4203446499
10	6	2	12	5	10.2	22.4203518118	21.9897399741	14.2	14.2	797.0659858962	75.221565702	39618.2085380726	42504.8413022006	37262.072216958	40172.1371902659	1559.0703352185	2257.4825462327
10	6	2	12	6	9.8	22.4476148867	21.97354023	14.2	14.2	859.8409307224	276.6261586531	39770.7438205827	41489.4497318013	37395.365158328	39092.8350761277	1515.5377315323	2119.9884970205
10	6	2	12	7	9.4	22.622598024	22.0931762475	14.2	14.2	-145.397221792	-1005.7983658189	52109.3131214259	55207.7216887767	49301.5970881026	52436.045337807	2953.1132551153	3777.4747167886
10	6	2	12	8	9.6	22.3575392262	21.9934853784	14.2	14.2	-679.9319432064	-996.5138007598	45288.8705415085	48121.5816113079	43182.8408517641	45600.9422986691	2785.9616329508	3517.1531133986
10	6	2	12	9	9.8	22.6845994147	22.1750981556	14.2	14.2	-1127.6120701315	-2562.4886319057	60467.1787533117	65536.6063526514	57555.9146114116	62872.2078766919	4038.8762120316	5226.8871078652
10	6	2	12	10	10	22.7102013943	22.230296174	255.6	255.6	-2020.9320126277	-2772.2005049573	53471.041973808	55895.4716942435	51806.3842409887	54149.0702972191	3685.589745447	4518.6019019817
10	6	2	12	11	10.7	22.9585623632	22.3489870584	269.8	269.8	-1515.0781200744	-3025.8755705093	56684.1563740508	61338.5010874832	54650.2562261911	59582.6600855309	3548.9782679341	4781.7165724616
10	6	2	12	12	11.5	23.2785779471	22.545948619	284	284	-1927.3100773621	-3494.2583713525	56273.0113930458	58397.3041070907	54738.9186711782	57318.289246298	3461.4027992297	4573.2732321452
10	6	2	12	13	12.2	23.4177342138	22.5408169694	269.8	269.8	-1827.0896242018	-3897.298935343	56746.0198312832	59979.8034003785	55217.3236760771	58998.3390074483	3355.7857794079	4878.7633282732
10	6	2	12	14	13.3	23.484660459	22.4850399108	227.2	227.2	-1713.7961180768	-3857.5160232809	56791.1447349643	59730.7519666404	55185.4891740934	58739.3649103742	3319.4516789477	4848.9030795471
10	6	2	12	15	14.5	23.5298533644	22.4062598549	255.6	255.6	-1509.5990153442	-3546.9164357307	57402.0028438054	58620.5046724139	55608.6713652457	57508.6407458726	3302.9304939039	4658.780362272
10	6	2	12	16	15.6	23.5595173501	22.3467909141	284	284	-1377.7053877896	-3426.9828212092	57640.8106736236	58757.6316061554	55758.7725409046	57518.9438881054	3259.7435205086	4665.6705392592
10	6	2	12	17	14.3	23.524964787	22.2350107371	284	284	-1111.1978076106	-3244.643610863	57809.7967092288	59446.9924958227	55700.8316767557	57952.1395928863	3220.1628400837	4739.4965137994
10	6	2	12	18	13	23.4786707098	22.1250190651	14.2	14.2	-756.6746478878	-2764.6323070399	58069.8550648123	59328.4132601305	55639.1649203746	57438.9055813997	3187.3647923255	4654.1399857707
10	6	2	12	19	11.7	22.9693530399	22.088841741	14.2	14.2	-2027.904776115	-1181.4067110672	48467.8611609613	48095.4557913264	47429.6325989736	46075.869439491	3066.1333381027	3200.9930629026
10	6	2	12	20	11.3	22.7733398712	22.1729379941	14.2	14.2	-1131.9986420757	-1328.7123858571	49256.4009965225	54709.9463204364	47584.5846101789	52408.1691239176	2803.8150284193	3630.4895823759
10	6	2	12	21	11	22.8391983856	22.1545630722	14.2	14.2	-668.6253139504	-1190.614792078	49785.7681253302	51246.4674636734	47747.4691474529	49074.3715345029	2706.9242918277	3362.7107212485
10	6	2	12	22	10.6	22.8418143686	22.1108419697	14.2	14.2	-379.7210410285	-1415.2187249251	49809.8843196612	53600.2941913434	47565.6113529833	51351.930739074	2623.9940077064	3663.5821771945
10	6	2	12	23	10.4	22.8841141811	22.0659785888	14.2	14.2	-106.7372668063	-1173.9723157209	50248.004284279	51908.7980687599	47799.6215399707	49621.9759663302	2555.1200111146	3460.7944181506
10	6	2	12	24	10.2	22.9147420614	22.0301922884	14.2	14.2	17.299522193	-1074.1208543437	50403.6490324214	51840.3692616822	47868.3137455627	49459.165944156	2518.0357646658	3455.3241718699
11	6	2	13	1	10	22.4285646945	21.9710847233	14.2	14.2	-863.8717801797	334.1939726346	35937.6639526157	36502.8849132743	34748.3014379616	34098.0000429245	2053.2342948338	2070.6908977152
11	6	2	13	2	9.6	22.1616641764	21.9373844743	14.2	14.2	283.4740599386	422.4551836671	38457.3313440505	43144.9531604938	36546.0508259176	40619.796956929	1627.8064581943	2102.7010198977
11	6	2	13	3	9.3	22.2125133083	21.912438651	14.2	14.2	643.4736930152	596.2654291534	39180.9598829262	41035.4417990563	36916.0991043258	38411.0270647599	1621.3870855852	2028.149305143
11	6	2	13	4	8.9	22.2356273565	21.8822616656	14.2	14.2	1026.1251849806	541.4043509665	39118.5451068826	42589.0700794384	36577.6986454255	39859.0138588737	1514.7212764765	2188.6518695983
11	6	2	13	5	8.7	22.3019410658	21.8802121084	14.2	14.2	1179.6827350056	572.0781818973	39649.4233985757	42612.9699630457	36942.588013115	39847.5320058249	1527.1526504551	2193.3597753236
11	6	2	13	6	8.5	22.3519646588	21.8802381357	14.2	14.2	1181.4316138266	681.5999269474	39861.1560858007	41666.3804411707	37186.0488709954	38910.5366335444	1493.6756009787	2074.2438806789
11	6	2	13	7	8.3	22.5371368949	22.006873609	14.2	14.2	145.6920747538	-653.1342811792	52160.6251986687	55367.1665724245	49093.903642579	52282.4695642263	2921.0294813359	3737.8312893774
11	6	2	13	8	8.9	22.3075607821	21.9387697534	14.2	14.2	-491.0959730926	-746.7336418698	45336.9584295122	48155.6164362676	43071.6158402393	45432.9960913797	2756.4385623655	3469.3539867577
11	6	2	13	9	9.4	22.6651026417	22.1617125949	14.2	14.2	-1315.1538456061	-2684.0255544377	60514.9751662956	65636.1301410406	57703.4025727764	63054.212862711	4126.7264391253	5265.9428327673
11	6	2	13	10	10	22.5635238097	22.111447833	255.6	255.6	-1923.293535764	-2513.9402218233	53322.9153172107	55706.0205776691	51512.6953303725	53705.739237043	3733.5135226022	4514.2215624493
11	6	2	13	11	11.9	22.919249959	22.3433286476	269.8	269.8	-1483.1253347317	-2927.5269890778	56640.9943218001	61554.4558212549	54574.1173747923	59708.0044097567	3550.0022817395	4773.978400576
11	6	2	13	12	13.7	23.1624239486	22.4625236072	284	284	-1775.4878699348	-3257.102871276	56126.6739940192	58278.6056713238	54459.2985955587	57019.1908193178	3442.8632683953	4516.517723282
11	6	2	13	13	15.6	23.3734025696	22.5230895339	269.8	269.8	-1957.035920154	-3766.2588277314	56756.6648806759	60163.9428050356	55274.4720710478	59111.3252404792	3439.2287297821	4818.8763922878
11	6	2	13	14	16.7	23.2942378194	22.342731576	227.2	227.2	-1545.6002002022	-3363.6545664151	56543.2071741503	58581.4040827124	54832.1272540958	57353.7435487857	3256.6801202567	4591.3151003418
11	6	2	13	15	17.8	23.4770718269	22.3734002681	255.6	255.6	-1348.1683556277	-3444.4737841275	57192.431359236	58543.2808325061	55220.2584399369	57370.0191101423	3320.3412749267	4617.7355064913
11	6	2	13	16	18.9	23.5064834966	22.3025406987	284	284	-1379.6504007976	-3523.0564618904	57747.5480064215	59592.1351671833	55864.7731829398	58311.4031923845	3262.4252242793	4803.7884366892
11	6	2	13	17	17.8	23.4821853887	22.2235824881	284	284	-1124.7024168079	-3253.2238235717	57644.3185760108	59465.3330339239	55571.7829766413	57973.9639685341	3197.2380161774	4744.5928889614
11	6	2	13	18	16.7	23.4677193405	22.1390926659	14.2	14.2	-782.983561634	-2764.8018612684	57959.0580754747	58776.3668127635	55550.1128380207	56978.9350893268	3191.928799088	4562.2335847051
11	6	2	13	19	15.6	22.9710872141	22.1183203812	14.2	14.2	-2025.8826813589	-1271.0042234062	48494.4359865951	48088.5851040187	47451.6387937085	46136.8038368942	3068.6798742455	3222.7854905307
11	6	2	13	20	14.3	22.7725866996	22.1941702257	14.2	14.2	-1142.4016847366	-1461.4883716636	49257.5571893053	54697.1488998696	47601.9390603396	52503.1455697067	2798.0198137023	3655.4917018265
11	6	2	13	21	13	22.8274288826	22.167902902	14.2	14.2	-657.7037704403	-1286.9316355459	49736.9554307401	51161.8466978789	47696.6451229902	49073.154339804	2698.0140781902	3375.6239936208
11	6	2	13	22	11.7	22.8392975026	22.1343770761	14.2	14.2	-382.2225480436	-1516.9435849556	49818.0106281613	53570.4453483158	47581.0484673893	51409.5324108162	2619.1847088156	3677.8565224551
11	6	2	13	23	11.1	22.8868571663	22.0958815068	14.2	14.2	-130.5067028265	-1301.7221047218	50212.1961927072	51850.485264241	47793.5511159211	49677.9490873387	2549.1517796126	3474.2582816241
11	6	2	13	24	10.6	22.9186646261	22.0588826851	14.2	14.2	-3.5870407548	-1201.4980564429	50392.5329544926	51802.7418807911	47879.9360646695	49531.0518363754	2516.1839305779	3473.1881008586
11	6	2	14	1	10	22.4427962214	22.0089950812	14.2	14.2	-901.3952496332	191.3581009241	35929.6225857099	36471.1813473071	34782.4250978945	34193.8195663332	2048.5927374486	2086.0036800498
11	6	2	14	2	9.6	22.1874390744	21.9844607583	14.2	14.2	211.5842093408	248.5135415657	38465.482899066	43122.1236987105	36625.3498208108	40752.6961697642	1628.5488689144	2120.9139873806
11	6	2	14	3	9.3	22.2505820862	21.9713604282	14.2	14.2	529.6828113539	381.0798356425	39151.9244724869	40975.7932590806	36994.0861866642	38540.4992193104	1628.1554744688	2054.2142041277
11	6	2	14	4	8.9	22.2726931236	21.9390641818	14.2	14.2	908.4616353861	324.6711494516	39090.3473708359	42530.8965012736	36657.7492669659	39990.7184867501	1524.1364684839	2215.5068650719
11	6	2	14	5	8.7	22.3187570354	21.9183135559	14.2	14.2	1103.8581450405	422.2854138741	39633.014592477	42557.4896083227	36998.7296034266	39923.0080771307	1530.42684401	2212.1961173179
11	6	2	14	6	8.5	22.3422417019	21.8943441175	14.2	14.2	1184.712129247	626.0834470032	39833.3459167675	41614.7140914952	37159.3229885938	38910.3962670465	1489.3107989267	2078.2343774455
11	6	2	14	7	8.3	22.5097755933	21.9999508159	14.2	14.2	229.8521746634	-634.785741818	52158.104444145	55346.7396379816	49019.9388383366	52244.9154344087	2908.313431145	3736.6099453909
11	6	2	14	8	10.5	22.3156353296	21.9634155269	14.2	14.2	-476.4053506981	-810.7411876296	45372.5431334688	48171.9023035724	43102.1389457841	45510.7270663049	2746.8095383828	3471.9164248971
11	6	2	14	9	12.8	22.7451101064	22.2560093585	14.2	14.2	-1503.0364369351	-2980.5939838947	60545.5345510804	65653.4540568502	57904.1309224798	63326.8207473566	4144.4400655357	5307.2272933883
11	6	2	14	10	15	22.8109495011	22.3782408544	255.6	255.6	-2535.9964920026	-3308.1928263401	53255.7121176208	55579.8437732541	52002.0766829576	54281.326156156	3789.6319266658	4606.7104434382
11	6	2	14	11	17.4	23.1959058703	22.6366934652	269.8	269.8	-2163.255198739	-3850.2929332145	56487.8703604858	61274.5697107209	55038.0004434324	60228.2112641002	3613.1251157924	4896.6513798352
11	6	2	14	12	19.8	23.4850674561	22.8092086818	284	284	-2331.317718152	-4139.4630377981	56067.6162454567	58130.4005012459	54924.3741489594	57601.154314314	3474.5598146493	4668.70922473
11	6	2	14	13	22.2	23.772552212	22.9387970248	269.8	269.8	-2619.797276471	-4686.6359632376	57057.5280390668	59941.2150370213	56169.41107928	59630.0261914788	3507.9142362578	4997.8248087801
11	6	2	14	14	20.9	23.7351865935	22.8355182472	227.2	227.2	-2347.9592681136	-4507.5635064718	56474.2782483292	58366.6087121735	55510.4269038833	58050.4286146057	3311.8106125595	4823.7436040396
11	6	2	14	15	19.6	23.7824961219	22.7207023143	255.6	255.6	-1948.8396420725	-4391.3289794324	57360.4133480223	58337.9671163336	55932.239636663	57900.8333715823	3377.0133534318	4828.4627241837
11	6	2	14	16	18.3	23.7716061057	22.5861485942	284	284	-1809.8911209227	-4342.3063789075	57921.7301457471	59298.924424353	56422.6411879106	58693.7188116832	3308.9800787592	4947.5119915773
11	6	2	14	17	17.6	23.7550149365	22.5028520753	284	284	-1540.3091102356	-4020.2500386948	57856.3845609593	59273.7482173748	56143.3658609144	58403.6591636566	3253.3278102805	4890.339092413
11	6	2	14	18	16.8	23.7194751586	22.3818835142	14.2	14.2	-1202.5253728151	-3522.2414205898	58174.2987082518	58776.6374829755	56135.80817634	57565.4142582186	3241.0159047269	4733.4646453467
11	6	2	14	19	16.1	23.202394434	22.3366135227	14.2	14.2	-2583.1768361303	-2085.2149187778	48652.5854269422	48023.3025175753	48034.5858557984	46711.0872282558	3201.1764072741	3397.4302080973
11	6	2	14	20	14.3	22.9839783995	22.4117384056	14.2	14.2	-1672.8953168919	-2165.75492602	49044.6013482413	54309.5645477464	47818.9936064434	52669.2040076309	2898.5030586898	3806.1154661355
11	6	2	14	21	12.4	23.0449159324	22.3987189903	14.2	14.2	-1165.9300922772	-1923.1648071158	49733.6113633777	51022.6743496359	48107.0441875559	49446.6260033058	2792.497268099	3499.2131534459
11	6	2	14	22	10.6	23.0398343531	22.3361662529	14.2	14.2	-846.968376461	-2129.8945160306	49718.0982583346	53427.4672883429	47868.0835613342	51757.8667454466	2696.9830734614	3799.4950589269
11	6	2	14	23	10	23.0794662314	22.2712919222	14.2	14.2	-551.880286157	-1876.4718255289	50271.4062282865	51801.4763727813	48195.3372495162	50076.1906230393	2627.9492649274	3601.7575752709
11	6	2	14	24	9.5	23.0940634723	22.2152625915	14.2	14.2	-408.3588277261	-1717.0002451577	50390.3037851408	51685.3763626938	48221.2312311116	49823.4372194522	2577.4313817553	3578.9393883993
11	7	2	15	1	8.9	22.5675644958	22.1303487815	14.2	14.2	-1262.3704228912	-228.3629353208	35934.5690016785	36331.3037785777	35086.6075492094	34416.1966201448	2110.3318753603	2143.4700937537
11	7	2	15	2	8.7	22.2881008257	22.0826159608	14.2	14.2	-83.2069337362	-124.9879590762	38448.0255559482	43140.9001382088	36846.0498188064	41071.3831257762	1685.182670878	2194.5049715088
11	7	2	15	3	8.5	22.3217359256	22.0361694219	14.2	14.2	308.6120450514	111.3162401502	39056.1900093569	40784.350611071	37070.9313348371	38563.3832705756	1676.6466294684	2109.6511003452
11	7	2	15	4	8.3	22.3259815515	21.9822154556	14.2	14.2	768.9810522217	114.644410769	39078.2211853823	42526.7666803768	36745.3030971614	40130.7131663903	1563.9370359992	2281.4091032175
11	7	2	15	5	8.7	22.3989120771	21.9830920099	14.2	14.2	923.6162890995	155.4783887696	39624.8290354117	42535.6999319413	37131.0598680272	40102.2824594424	1570.152878285	2277.9390837293
11	7	2	15	6	9	22.4590571111	21.9901247149	14.2	14.2	904.8196764043	247.686043326	39829.3714937453	41512.7470740691	37388.799367322	39117.0180656669	1535.752450019	2148.0429650762
11	7	2	15	7	9.4	22.6491384912	22.1247088134	14.2	14.2	-191.9193206038	-1123.8389379952	52136.1500175975	55222.5874180458	49347.8673980529	52523.8495900576	2980.2019401484	3822.5767659834
11	7	2	15	8	11.1	22.4298377473	22.0726817977	14.2	14.2	-850.2968881487	-1262.5573576283	45254.2380782005	48040.6461228683	43299.4161168268	45752.2621195843	2805.1188495224	3550.9413609123
11	7	2	15	9	12.7	22.779930328	22.2845620194	14.2	14.2	-1671.9232263318	-3174.1975368629	60503.4568602252	65552.6988688081	57989.1824104094	63369.5085717222	4186.1976761476	5357.3878339488
11	7	2	15	10	14.4	22.7745169151	22.3352039631	255.6	255.6	-2447.682750781	-3239.7905522937	53265.8824621781	55588.485659432	51923.1604378445	54206.9126777364	3790.4047751146	4621.3635339893
11	7	2	15	11	16.1	23.127391471	22.5614561486	269.8	269.8	-2014.2346995872	-3703.606781223	56551.7898802187	61336.2953445728	54956.4288447795	60145.8338751484	3609.5957350264	4894.0682506474
11	7	2	15	12	17.7	23.3603436058	22.677073821	284	284	-2233.8676268611	-3976.6868312239	56114.7611601219	58173.5384635844	54850.0310753505	57496.5248362232	3498.5977116325	4653.7004585851
11	7	2	15	13	19.4	23.6246058586	22.8332315692	269.8	269.8	-2476.940792831	-4460.9206165782	56777.5268979911	59977.6325579841	55753.9814965779	59482.2811572771	3500.4861942442	4956.2720172852
11	7	2	15	14	20.3	23.7739229804	22.8918921361	227.2	227.2	-2412.1814660247	-4555.8453932904	56569.1803320944	58473.9473788051	55612.7123036405	58199.4674075053	3368.6494944786	4830.3253645902
11	7	2	15	15	21.3	23.8900859371	22.8794703076	255.6	255.6	-2297.782320726	-4628.1235448902	57268.889082175	58431.2621753629	56165.2563341679	58184.230564609	3401.4150687331	4875.1551556441
11	7	2	15	16	22.2	23.938264638	22.8127064111	284	284	-2239.7748219114	-4743.3837690791	57695.6769203022	59255.211358243	56578.4225023368	58975.9011361117	3357.0292398768	5022.6939912104
11	7	2	15	17	20.7	23.8794818871	22.617851664	284	284	-1928.9918590908	-4544.2445373979	57814.508138528	59179.2524237701	56445.2894969697	58742.6004824653	3298.2105006491	4980.8964787027
11	7	2	15	18	19.3	23.7724237565	22.4273623953	14.2	14.2	-1408.8334818344	-3735.3801235864	58106.6880148198	58675.0403434253	56261.5620531751	57638.6322130724	3253.9594434791	4771.7882539393
11	7	2	15	19	17.8	23.2251913058	22.344909108	14.2	14.2	-2596.9453806348	-2076.1763479854	48611.7000884436	47883.8622357023	48034.7325979929	46606.5341547371	3173.9128710855	3353.5044289506
11	7	2	15	20	16.9	23.017419403	22.4129445311	14.2	14.2	-1691.8462016637	-2175.1325036254	49195.7188367298	54491.8326563007	47987.457479429	52867.9894551418	2900.1075589645	3798.9757047843
11	7	2	15	21	15.9	23.0764915562	22.3887199424	14.2	14.2	-1202.6056961518	-1884.5979558015	49824.3312445691	51169.8709794803	48227.8620848517	49532.8449541177	2799.0748558692	3521.623981164
11	7	2	15	22	15	23.0830552993	22.3634684565	14.2	14.2	-908.6776253956	-2101.7033595229	49799.7280481552	53440.5500088111	47998.0083050483	51755.3679644071	2710.3973685025	3786.8854039269
11	7	2	15	23	14.3	23.1551903731	22.3299688515	14.2	14.2	-691.8747437907	-1936.9409741304	50283.6090610686	51806.2114597729	48326.907895533	50147.9102829539	2648.5759093263	3595.2421509494
11	7	2	15	24	13.5	23.211601024	22.3057972057	14.2	14.2	-650.1104080091	-1948.9598243207	50440.2862384323	51896.002554779	48475.7824508723	50209.0265308808	2614.6141955691	3635.9358482189
11	7	2	16	1	12.8	22.7074733591	22.247950311	14.2	14.2	-1630.6415309893	-598.2801200318	35956.226338316	36406.864620378	35427.6617415988	34802.5992667572	2159.2061277065	2202.5454736526
11	7	2	16	2	12.1	22.4535845073	22.2149907125	14.2	14.2	-508.5727358517	-561.5309021169	38411.5452131995	43062.2108172203	37178.8185329394	41374.8345184868	1741.2994161118	2248.9072008504
11	7	2	16	3	11.3	22.5145645847	22.1913405941	14.2	14.2	-228.3048449639	-425.659613946	38941.0213919212	40654.1179148746	37422.5945543417	38890.4974660157	1746.7316825434	2189.2800628049
11	7	2	16	4	10.6	22.5439253152	22.1553453235	14.2	14.2	177.8884242286	-510.1096273389	38971.6042956211	42387.8806432873	37150.6974223361	40521.1098612247	1643.0184490564	2376.8804094015
11	7	2	16	5	10.4	22.605339169	22.1437769145	14.2	14.2	334.1400457734	-454.6457889611	39571.3638532397	42389.5908456038	37592.9872814819	40471.3864500066	1644.2365259844	2372.8501845583
11	7	2	16	6	10.2	22.6388198749	22.1270252133	14.2	14.2	389.3152843346	-280.1106649012	39731.6168188062	41337.2580830756	37745.0845988008	39391.0810464134	1597.2169356708	2226.2877015634
11	7	2	16	7	10	22.8086864336	22.2445689349	14.2	14.2	-691.3080423791	-1602.5544866403	52074.9124835599	55061.595428101	49705.8687339363	52763.8009268417	3060.3517920027	3900.3489878996
