period4	week	month	day	hour	environment	t_1	t_2	t_3	t_4	t_5	hvac_1	hvac_2	hvac_3	hvac_4	hvac_5
22	13	4	2	23	18.625	21.4412346482	21.4252985054	21.3021718304	21.5839102194	21.5629576537	-303.8207870036	-112.7563555749	-279.6431476438	-109.6185096834	-562.5495947091
22	13	4	2	24	17.1125	20.8575052661	20.8578599959	20.741080542	20.9613678035	21.0690474767	-408.1367125412	-165.6278186333	-388.1300745802	-161.3913639419	-763.8987012825
22	13	4	3	1	15.2625	20.3109105122	20.3225667651	20.2093323066	20.3927012587	20.6132497255	-561.0558080059	-232.7006626282	-541.3372132353	-226.311767057	-1055.3661879721
22	13	4	3	2	13.7125	19.7708184212	19.7863580825	19.6784034459	19.8354472028	20.1585340697	-678.9183241066	-290.1730284311	-661.313652018	-284.1420905234	-1281.6724436139
22	13	4	3	3	12.6125	19.3418959821	19.345834749	19.2491055677	19.38150155	19.8009538046	-757.785656008	-326.9621502588	-740.4502529826	-321.1410946747	-1436.8326931412
22	13	4	3	4	12.2	19.0251292933	19.0093037439	18.93103943	19.0349046956	19.5350783811	-768.8125593487	-336.0515593356	-752.9770840747	-331.5910789327	-1465.8159997094
22	13	4	3	5	12.2	18.8338024492	18.8019845176	18.7417738675	18.8202281853	19.3778401494	-747.1546749096	-327.4372644447	-732.1231336111	-323.6322031253	-1434.0648511331
22	13	4	3	6	11.8875	18.6665872315	18.6326639326	18.5806102843	18.6477983324	19.2309162444	-764.7563667979	-334.6921752227	-750.0249160308	-330.6382198514	-1470.3414226435
22	13	4	3	7	12.0125	18.6909685292	19.2618716594	19.0130336953	18.6778558335	19.1508357088	-702.8817548339	-378.2731234449	-752.3924543691	-318.5189442258	-1424.9739055546
22	13	4	3	8	13.2625	21.5576755554	22.9865003107	22.1099641188	21.6753708899	21.7351206102	4684.4578525615	913.0255041067	3486.1864401337	2251.3955121042	7048.0397958614
22	13	4	3	9	14.5875	22.2991544144	24.6271148405	22.6952649881	22.3355040228	22.2444922148	2415.458853009	-529.3825694525	1489.4880634108	1065.4649779294	4097.5271231421
22	13	4	3	10	16.0625	22.6274961827	25.5662462499	22.8724946961	22.6729148788	22.4050865086	1432.2446123759	-905.0764027891	1041.5524766716	615.0919424033	3141.0639614839
22	13	4	3	11	17.3875	22.9302810373	25.627832926	23.1000924574	22.9813602568	22.5318490582	771.8332005475	-969.3430814221	524.3577989748	319.3761090851	2361.268048383
22	13	4	3	12	17.8	23.1630123645	25.3904556758	23.2584417926	23.2019614333	22.6405465427	357.5696073589	-800.113176421	179.834758824	117.3755461857	1885.336876866
22	13	4	3	13	17.8	23.2855556451	24.9218301917	23.3465895433	23.3281891347	22.7292479025	115.1974484628	-485.8632529531	6.8810450019	-2.3190979121	1618.6948550333
22	13	4	3	14	18.4875	23.4012767829	24.4713849065	23.4298507756	23.4876827133	22.806076917	-206.6455469577	-296.2636437722	-243.3882376783	-166.3596910042	1316.4292915556
22	13	4	3	15	18.9	23.6009291666	24.1505240341	23.4715718797	24.0959634621	22.8774347532	-515.5702828771	-254.5261694517	-384.6596593904	-272.8615468986	1114.552296314
22	13	4	3	16	19.2125	23.6524833511	23.8278246547	23.4251521122	24.4204685214	22.9267441619	-493.7224658751	-221.7336805607	-340.7969502182	-260.4818831078	941.044744385
22	13	4	3	17	18.4	23.6181420866	23.4595975793	23.2995734068	24.6060801939	22.9391449976	-529.8035582507	-128.1704991653	7.7392481417	-307.8980677427	1097.7780072396
22	13	4	3	18	17.1125	23.6237213894	23.1993171304	23.116543429	24.8470985968	22.9292873143	-473.6784553088	157.8316256351	529.8741229715	-427.4266958392	1410.4209966121
22	13	4	3	19	15.2625	23.1089832966	22.8762931173	22.8009638816	23.7143888199	22.8708130951	771.3495254899	538.6271040157	1306.7310522884	-70.7435839346	1934.4130235904
22	13	4	3	20	14.4	22.7406423056	22.6366638446	22.5770188717	22.964413463	22.7577539178	1509.1890629891	751.6743872358	1752.5640351359	525.4031515927	2322.8110889115
22	13	4	3	21	13.7125	22.5196440787	22.4810335729	22.4326679441	22.6407005994	22.6571254741	1961.1722579923	938.2148336	2139.1294534584	789.516399151	2695.9076836952
22	13	4	3	22	12.9875	20.8960925002	20.9281224385	20.807338877	21.0834951331	21.2288284727	-933.1839411313	-392.3431599723	-913.5338587385	-387.4600735252	-1743.3990254619
22	13	4	3	23	12.425	19.8548189224	19.892305999	19.7590750196	20.0135826186	20.2712747797	-838.6537850248	-362.9700199016	-820.0576620242	-359.9712303574	-1572.5513566044
22	13	4	3	24	12.2	19.3918656921	19.409441301	19.3070826758	19.486949306	19.880672329	-809.9811070455	-354.0265182668	-794.3625935956	-350.6058362268	-1535.1451011957
22	13	4	4	1	12.2	19.1099907415	19.1130188636	19.0370740423	19.1631981988	19.6410861181	-777.7428183831	-341.6925215547	-764.4446467219	-338.4748662575	-1486.1433512265
22	13	4	4	2	11.8875	18.8910917932	18.8845546498	18.8220149333	18.9191325248	19.443747642	-789.4267792324	-346.1964028247	-776.3804712083	-342.3951016572	-1511.8177184431
22	13	4	4	3	11.7	18.7185581323	18.6977490133	18.6461401526	18.7219838669	19.2813380832	-791.1601263249	-348.4659289797	-778.451228666	-344.999530459	-1516.4574254448
22	13	4	4	4	11.325	18.5612600597	18.5353229882	18.4880605836	18.555002561	19.1415687905	-817.3680629352	-358.6927134616	-803.9810843325	-354.7333938873	-1567.2313394839
22	13	4	4	5	11.475	18.4646406753	18.4298096174	18.3950628801	18.4454450624	19.0471735902	-787.9240782688	-349.6074641686	-776.5939997273	-347.0524674143	-1514.232961001
22	13	4	4	6	11.7	18.4463219776	18.404067714	18.3791744343	18.4165053372	19.0211995502	-760.1525293539	-335.8594928761	-748.7335321947	-333.1307446861	-1463.6200496559
22	13	4	4	7	12.0125	18.5947852303	18.5674595446	18.5870676554	18.5648375397	19.016767351	-525.4525512605	-242.0678237526	-478.9166618649	-245.9670082358	-1396.6921452654
22	13	4	4	8	12.575	21.3965249054	21.523154829	21.4881707549	21.5246861852	21.6659434377	5182.2746635321	2424.0587989946	5004.2278895706	2449.4910694557	7481.0105005866
22	13	4	4	9	13.1125	22.033250842	22.1534589323	22.1212562643	22.1313506336	22.1431653016	3382.7038578945	1394.4732926434	3100.6692788228	1421.1135608675	4912.917841641
22	13	4	4	10	13.675	22.2364596272	22.4415272019	22.3730286876	22.3925088544	22.2670362977	2701.0381330198	1000.7041419339	2316.8908532158	1053.9020940278	4211.0932714671
22	13	4	4	11	14.5875	22.4645274005	22.9253133701	22.6368511138	22.6541417699	22.3539951386	1995.5089674028	534.5983835809	1605.2834117289	720.5223812789	3662.5133406083
22	13	4	4	12	15.6875	22.7897328512	23.6403544084	22.933069334	22.945446988	22.4481956243	1208.1912017074	-149.3019202265	1009.6019924099	444.2583501859	3057.8789003916
22	13	4	4	13	16.1	22.9862885754	23.6450885135	23.0841795787	23.1065799946	22.5424551253	888.8616262192	-214.6163010394	723.2667288036	299.4526900686	2612.48374348
22	13	4	4	14	15.7875	23.097967718	23.4205907495	23.1392905414	23.2182221164	22.6170684199	742.1118919241	24.5783926954	671.7545861164	222.9171794872	2407.0675140624
22	13	4	4	15	15.6	23.2463361577	23.3422730659	23.1822321464	23.5464689675	22.6787706212	490.0471126407	118.1010260204	618.6946482405	-63.9683556833	2250.0249413371
22	13	4	4	16	15.225	23.3274151731	23.2658497259	23.163940708	23.750918207	22.7289578124	364.9742720553	212.2167852004	699.6159387405	-265.5135562011	2202.1943103287
22	13	4	4	17	14.3125	23.2068558416	23.0896789502	23.006134986	23.6349398161	22.7422832716	729.6430883072	429.8462375931	1116.1362149698	-100.4061697357	2372.0663156587
22	13	4	4	18	13.2125	23.1417001249	22.8655849371	22.7871583254	23.6436415331	22.7211098094	1017.06738875	673.5544294816	1607.1770801187	-34.3026568364	2669.3161428549
22	13	4	4	19	12.425	22.7164510162	22.5722895264	22.5008054713	23.0415132576	22.6621547386	1840.3023353928	932.9041596184	2184.2836498862	576.9377998375	2995.2101822392
22	13	4	4	20	11.8875	22.4333891669	22.3938604127	22.3371878101	22.6006414192	22.5787595306	2432.8074519578	1155.2615431767	2635.7308462222	951.3234913234	3369.5094715784
22	13	4	4	21	11.7	22.2935961474	22.2943032112	22.2442187359	22.3881590114	22.5150969596	2798.5275731664	1287.9104249247	2899.7971614855	1180.1240728092	3637.1268405392
22	13	4	4	22	11.325	20.413931271	20.4891257365	20.3625354122	20.5947108134	20.860597777	-1077.7961691019	-458.5550926273	-1061.2414361175	-450.5542283954	-2026.4856235164
22	13	4	4	23	11.1	19.2997831335	19.3796963321	19.2381997344	19.4652829667	19.8119638868	-926.8609554448	-405.6658266691	-912.3097966276	-400.8255189863	-1748.4188974147
22	13	4	4	24	11.1	18.9328325451	18.9695937775	18.8776686733	19.0249729986	19.4858810974	-885.3607609206	-390.6890654771	-873.5297179124	-387.0137513342	-1683.0970315274
23	13	4	5	1	11.1	18.7120583598	18.7259168732	18.6628871683	18.7637667445	19.2767725249	-859.7467022224	-380.5127590914	-849.3720093801	-377.2265147232	-1639.3273057884
23	13	4	5	2	11.1	18.5626946984	18.5650853322	18.5178173464	18.5916453876	19.1379911244	-842.5803262081	-373.4986370066	-833.0616211466	-370.3396454783	-1610.7414308154
23	13	4	5	3	10.7875	18.4271667889	18.4262443723	18.3849245272	18.4473294527	19.0122972651	-863.8059958393	-381.9820312978	-854.1997988725	-378.3702837272	-1651.0583436173
23	13	4	5	4	10.6	18.3114082276	18.3036876834	18.2685150745	18.3215201854	18.9021926166	-872.1898659439	-387.2218599943	-863.0913484648	-384.0542072398	-1666.7165203362
23	13	4	5	5	10.9125	18.2786050363	18.259366631	18.2352182883	18.2731638137	18.8682442667	-831.8234331554	-370.9375696716	-823.5424443392	-368.6035340148	-1593.9765320831
23	13	4	5	6	11.1	18.2791819144	18.2580161787	18.2397265816	18.2695678252	18.863136593	-810.3690397927	-360.390078531	-802.1743409239	-357.8523958411	-1555.057349273
23	13	4	5	7	11.1	18.5521770801	18.5464205448	18.5652871799	18.5411447274	18.9065882454	-341.8952037651	-169.9549257977	-344.927441747	-168.3516517354	-1366.3360291701
23	13	4	5	8	11.475	21.3691887957	21.5417028781	21.4937488755	21.5202410986	21.6313784371	5276.2178503188	2438.2092256551	5089.560354794	2484.6342213812	7819.6693423511
23	13	4	5	9	12.0125	22.0683112517	22.3313050267	22.2195926309	22.2078065306	22.1474438744	3416.1105955049	1234.2348318571	2963.6118559588	1382.9404008686	5141.9901063017
23	13	4	5	10	12.575	22.3440468351	22.9000718622	22.5503071894	22.5533231189	22.2947307391	2550.228670059	662.7395534484	2041.9476072387	937.514292235	4353.9937747744
23	13	4	5	11	13.8	22.545678747	23.1964725739	22.7989810233	22.8097757316	22.3970666069	1908.1914887001	365.545443697	1452.4785241412	650.5588609743	3676.6585103303
23	13	4	5	12	14.775	22.7286476079	23.4136487102	23.0166568768	23.0323703066	22.4811809338	1419.995226059	102.1872506239	1013.1404778093	439.499784208	3134.7869189323
23	13	4	5	13	15.375	22.8169514137	23.3684647473	23.1117880179	23.1359766341	22.5475032511	1224.96962735	98.9808450737	771.2237526922	317.1173246353	2748.4359826415
23	13	4	5	14	15.6	22.8635964448	23.2883817808	23.1547739859	23.1955876407	22.5918798278	1146.285579948	166.7970909907	665.9528800884	251.7230091442	2531.8226277331
23	13	4	5	15	15.6	22.8967263337	23.2358308633	23.1537380543	23.2735583832	22.6211625136	1100.0975535322	216.6457130767	664.9759655063	181.5056350101	2428.4897199898
23	13	4	5	16	14.85	22.9632966341	23.151824153	23.086135637	23.396102015	22.6424996985	1108.1922253625	339.6870661441	894.119866676	111.1911134905	2530.2703831918
23	13	4	5	17	14.0875	22.9752470724	22.9883473177	22.9239832873	23.4218874227	22.6483909096	1196.1181040181	527.4248299899	1281.0486626399	142.6248714807	2679.536473826
23	13	4	5	18	12.525	23.1241300496	22.8004197776	22.7313839821	23.7498792047	22.646770063	1149.4795289011	756.0922340807	1772.4076751751	-90.8083001138	3047.0359242234
23	13	4	5	19	11.325	22.6855750978	22.5115192398	22.4415421662	23.0953643915	22.6117860675	2053.7580370542	1067.6976276821	2482.6271342242	586.4892232615	3417.1265058268
23	13	4	5	20	10.7875	22.3866690075	22.3359968812	22.2789299322	22.5882972346	22.5364225915	2704.5334918392	1295.6668547942	2941.4634127675	1043.8678599179	3777.1337623481
23	13	4	5	21	10.225	22.2389728834	22.2341022915	22.181976685	22.3499801319	22.478342934	3151.2468924991	1457.7390350704	3275.354614313	1321.9927080185	4121.7375134859
23	13	4	5	22	10	20.1729749357	20.2464987994	20.1114574641	20.3739954956	20.6591798522	-1207.0305352534	-515.4692465997	-1188.78372432	-507.8708002567	-2266.4409785276
23	13	4	5	23	10	19.0028177893	19.0719752901	18.9249462057	19.1742901781	19.5660376094	-1021.3687511005	-447.3240856946	-1004.640983124	-442.921187004	-1927.4860623961
23	13	4	5	24	10	18.5992658158	18.6188111524	18.5199727583	18.6846170588	19.2208212715	-975.7780970078	-430.09160553	-960.8215631588	-426.4356858515	-1858.2814707064
23	13	4	6	1	10.375	18.3955397526	18.3858025926	18.3221268843	18.4270493041	19.0307223572	-908.1274262747	-403.4307252966	-895.6519967601	-400.8716812081	-1739.6255863925
23	13	4	6	2	10.6	18.3091229856	18.282021368	18.2422994475	18.3101556483	18.9301998039	-872.5657373356	-386.6151421414	-860.8255342956	-384.0026444368	-1673.7200221624
23	13	4	6	3	10.6	18.2307764249	18.1954010105	18.1652037961	18.2170497389	18.8432056817	-863.7288266229	-382.3110066804	-852.1168942364	-379.4733501031	-1656.0068596806
23	13	4	6	4	10.225	18.1198668573	18.0879753985	18.0556523131	18.1063282976	18.7451449265	-895.0305309131	-394.6905237111	-882.8153377541	-391.0864168172	-1714.9306526156
23	13	4	6	5	10	18.0057559287	17.9768855913	17.9448895742	17.9919709752	18.6483700525	-907.6261893524	-402.404062046	-896.4227376558	-399.1546554122	-1740.4401146263
23	13	4	6	6	9.625	17.9134116911	17.8804957538	17.8504908348	17.8923847775	18.5624836932	-940.9626002632	-415.9928002267	-929.0029868466	-412.1799445147	-1802.1067029369
23	13	4	6	7	10.15	17.9680614	17.9735733198	17.9595429169	17.9562436816	18.5515946556	-884.0188910334	-401.6268694567	-880.4594508493	-398.7807869789	-1686.875601791
23	13	4	6	8	10.6	18.2319709279	18.5811484597	18.4437675781	18.3165093662	18.6426042883	-860.4921715597	-415.3265856174	-881.2827159188	-396.1324160627	-1613.1190452068
23	13	4	6	9	11.2875	18.6886991927	19.8364549799	19.147023975	18.9135154811	18.8067343245	-828.3145600441	-444.9424927322	-876.9615327699	-391.9281248691	-1498.6808972712
23	13	4	6	10	12.7	19.3219539042	21.0663737279	19.8285904648	19.6539978811	19.1370110874	-733.9791072591	-437.9258758781	-791.0924764411	-361.0676222269	-1268.9513393025
23	13	4	6	11	13.9875	20.071372307	22.4391110095	20.526223318	20.4144948835	19.551632341	-668.6482605685	-438.2349680361	-720.4617601463	-326.3358017788	-1086.7882601866
23	13	4	6	12	14.775	20.7916579673	23.5733060062	21.0497983371	20.9880276489	19.9389330387	-659.8027116756	-451.0224432215	-689.5980426357	-311.0458107179	-1002.3768826795
23	13	4	6	13	15.375	21.2763562662	23.4423424906	21.4666772292	21.4424072215	20.279506198	-648.0386866154	-400.6356723042	-668.2256955611	-301.8415468078	-947.0667758605
23	13	4	6	14	15.225	21.5497026587	22.828843156	21.6687889335	21.7662758773	20.4961400161	-698.7985047899	-368.4010111373	-710.0406006309	-325.0246856649	-1025.1498547872
23	13	4	6	15	15	21.8221731833	22.4053555074	21.7084387822	22.3704057502	20.6049279534	-755.280456148	-362.1811252247	-740.8586970977	-381.3263594809	-1091.9501619454
23	13	4	6	16	14.625	22.1233163723	22.1045322448	21.6651704894	23.0873195414	20.6821921349	-833.3454412635	-366.1304646483	-779.6522501309	-437.9934834156	-1186.7030013208
23	13	4	6	17	13.7125	22.5872337792	21.6807925561	21.3602717146	24.1049002807	20.6519423771	-992.6807013458	-388.2654047696	-850.4929467429	-548.5857430151	-1370.7210954856
23	13	4	6	18	12.6125	22.4261719849	21.0672850219	20.7993719363	24.3416529706	20.5205546986	-1109.3211352382	-410.908667969	-914.1572487012	-588.8182228457	-1573.5095659368
23	13	4	6	19	11.5125	21.1675634384	20.2561303806	20.0329368138	22.6474389198	20.2598184395	-1105.9467280442	-434.4976870931	-960.9458382557	-539.9976800056	-1754.8681193371
23	13	4	6	20	11.1	20.031654448	19.5783490829	19.4145659744	20.8656972734	19.9068412343	-1013.2552108749	-420.3073969645	-933.4092316529	-465.3028606329	-1764.7876014789
23	13	4	6	21	10.7875	19.3877801415	19.137058478	19.0159514892	19.8705730909	19.6209746524	-973.8325563573	-413.0981319416	-923.5974620923	-432.532248949	-1772.1200271855
23	13	4	6	22	10.225	18.8985582854	18.7540765028	18.656470718	19.1742993132	19.3393877483	-983.4371632078	-423.9723694773	-948.7690084023	-432.5585497822	-1833.2620529076
23	13	4	6	23	10	18.552449837	18.4588744001	18.3825193192	18.7005571634	19.1109841248	-969.7116201561	-423.9677929451	-944.6749882877	-427.4438777375	-1833.2700933346
23	13	4	6	24	10	18.3355255937	18.2661423089	18.2090083674	18.4063476209	18.9548571643	-944.9863419635	-415.6502508629	-925.5921927786	-416.2337061235	-1801.9232532481
23	13	4	7	1	9.625	18.1472458206	18.0900189647	18.0409205307	18.1752551974	18.7995062328	-967.6816662935	-425.320897364	-950.2007903275	-423.6211112125	-1849.9804131563
23	13	4	7	2	9.0875	17.9498464661	17.8994512297	17.853357858	17.9542902461	18.6281162644	-1007.910344129	-444.0034650717	-991.5205805626	-441.1842421772	-1927.1773465687
23	13	4	7	3	8.9	17.7918850383	17.7385686973	17.6969796142	17.7744551364	18.497775289	-1011.3005633201	-447.3029219733	-995.7767132828	-444.4100668947	-1938.4314546253
23	13	4	7	4	8.9	17.6995457773	17.6371286733	17.6051941131	17.6618574476	18.4134317403	-1000.8902748246	-443.4134240292	-985.8605619098	-440.6796013802	-1921.6298390526
23	13	4	7	5	9.2125	17.6770102397	17.6047273602	17.5873228884	17.6193082735	18.3762670324	-961.8969102072	-427.6164836526	-948.2683198328	-425.2553549504	-1848.4925136271
23	13	4	7	6	9.4	17.6798729908	17.6114584684	17.6012668012	17.6214848056	18.3644867524	-940.9174474117	-417.5702648848	-928.0966596167	-414.9659860622	-1808.6965521628
23	13	4	7	7	9.775	17.7946950928	18.0849982749	17.9602537286	17.7680875567	18.3813449095	-907.9544847215	-431.8909665813	-921.03451782	-407.9488152015	-1731.9273603555
23	13	4	7	8	10.6875	18.2564730926	20.3585639592	19.1048395767	18.2840946985	18.5642656651	-850.0169797581	-509.8038316566	-938.880413281	-387.5570622232	-1575.167629301
23	13	4	7	9	12.1625	18.9561271224	23.1613018391	19.8853422982	18.9972612025	18.9385327797	-754.5091072647	-577.582394975	-858.4565921215	-347.0771419652	-1340.2119326447
23	13	4	7	10	12.8	19.6678351137	24.8938385883	20.3046072293	19.7311907376	19.3229820638	-763.5055018832	-633.445394563	-836.1058997497	-353.0406972555	-1290.4504542621
23	13	4	7	11	13.4875	20.3384823788	25.3205391239	20.8024858062	20.422824126	19.6712628915	-758.3595028979	-608.9495475289	-812.0323874034	-353.1697132865	-1215.0706577153
23	13	4	7	12	14.5875	21.018697397	25.2957630548	21.247339258	21.0080750647	20.0826352062	-708.7172765649	-545.1926553925	-735.7593397028	-323.6953245372	-1070.0037569086
23	13	4	7	13	16.0625	21.6325986035	24.6056313077	21.7221852679	21.5788417994	20.526788176	-608.6535990759	-424.833727439	-618.9584747394	-277.477348538	-853.5860058711
23	13	4	7	14	17.3875	22.2420010045	23.9371507743	22.3092108824	22.3145933933	20.9831315725	-527.1611433394	-322.1225873357	-534.0587334069	-249.0363992539	-675.6161360928
23	13	4	7	15	17.1125	22.5630662264	23.5404070974	22.5852086147	23.0684213166	21.2452382036	-601.9544374504	-311.7415887648	-600.351492949	-298.5345733592	-792.4752192164
23	13	4	7	16	16.0125	22.3196592816	22.9145309942	22.295763064	23.0694684457	21.2312697075	-703.0867987957	-328.9299204552	-693.5359108863	-340.7928618882	-1017.0274163746
23	13	4	7	17	14.1625	21.9507199724	22.1528989141	21.719887474	22.8977408727	20.9908948739	-874.1748713099	-381.6877084611	-840.6089603198	-426.5353910815	-1353.7014936845
23	13	4	7	18	12.6125	21.5794611955	21.2816518243	20.950402668	22.7775351303	20.6422322917	-1012.4712409947	-419.0048132324	-932.5911972072	-504.804905733	-1602.0907460906
23	13	4	7	19	11.5125	20.5897138884	20.3544311688	20.0936834061	21.5430928032	20.2880187753	-1033.6598835339	-434.3878050485	-965.8756213775	-477.7026298338	-1762.0287071237
23	13	4	7	20	11.1	19.7299819159	19.636811765	19.4540442247	20.2644232513	19.9190771287	-979.4960398933	-425.1497544829	-940.6090581099	-445.0896722638	-1771.2032815794
23	13	4	7	21	10.4125	19.1650820087	19.1249390406	18.9881253688	19.4790019491	19.5873716487	-993.3493835346	-430.9786177197	-965.2906607686	-436.8130270535	-1847.4695349741
23	13	4	7	22	10.375	18.794548646	18.7720405217	18.6768079231	18.9751613833	19.3262678042	-953.1010667772	-421.1503074303	-934.6799472205	-423.3600676432	-1797.9153844006
23	13	4	7	23	10.225	18.5632750096	18.5506907791	18.4810056558	18.6694298929	19.1538517215	-944.9914695401	-416.1693142712	-929.9278680315	-415.1963472205	-1796.5982501069
23	13	4	7	24	10	18.3546316356	18.3392722353	18.2821524841	18.4119985088	18.9804748351	-946.7592190968	-419.2345160331	-933.7114825782	-417.370583771	-1806.8409017337
23	14	4	8	1	10	18.2294458333	18.2039543903	18.1608844528	18.2503902653	18.868010558	-932.565053441	-413.4196966923	-920.3190692837	-411.1631678401	-1784.1267816854
23	14	4	8	2	10	18.1400265059	18.1118085837	18.0794655471	18.1431764137	18.7803150724	-922.4566928942	-409.5642888489	-911.3732868289	-407.1089765616	-1766.534858918
23	14	4	8	3	10	18.0738634126	18.0482588979	18.0228530927	18.0705815526	18.7126654578	-915.131182424	-406.7620409535	-905.2702803541	-404.1318542455	-1753.0933744769
23	14	4	8	4	10	18.026740052	18.000532841	17.9787952144	18.0178360489	18.6614311537	-910.0010458133	-404.7405691287	-900.6006236806	-402.0701105851	-1743.2087336485
23	14	4	8	5	10	17.9941508881	17.9674299516	17.9468631221	17.9806566431	18.6232885153	-906.4888051204	-403.2923660728	-897.1984874377	-400.5181736581	-1735.7441034896
23	14	4	8	6	10	17.9698638045	17.9421493953	17.9253074395	17.9554406773	18.5943497512	-903.6471712809	-402.1340237495	-894.6574147127	-399.5606268789	-1729.9213973523
23	14	4	8	7	10.375	18.4612168562	18.4431121312	18.4686519437	18.4425172031	18.8389499191	-46.4460294738	-15.7756051088	-36.9405990148	-18.2878667192	-987.3649205776
23	14	4	8	8	10.6	21.3170266556	21.4533545237	21.4210667172	21.4502180956	21.5886838219	5773.1500262198	2578.2360595734	5615.3510555949	2601.0503220186	8473.7780857838
23	14	4	8	9	10.9125	22.0060967904	22.1248175943	22.0899712297	22.0962186072	22.1173010558	3795.74130669	1565.9440222914	3427.0159905311	1600.9590346557	5439.9686185659
23	14	4	8	10	11.7875	22.2310172497	22.4969579288	22.3983641455	22.415220055	22.2543631947	2957.5614378708	1046.260809513	2492.4071614249	1135.6313309577	4706.7514302808
23	14	4	8	11	12.8875	22.3674057848	22.668364102	22.563924803	22.5908660699	22.3432599754	2459.1422221604	813.3511379994	1977.3627254291	882.4598466096	4098.8478855823
23	14	4	8	12	13.3	22.483588754	22.840836348	22.7252550638	22.7544358943	22.410854598	2117.7018008679	662.860249579	1624.7121331622	717.0153567328	3733.7220208767
23	14	4	8	13	13.3	22.5204526001	22.8598119896	22.7672617988	22.8037797906	22.4601034679	2035.5246298316	655.5869889836	1569.8667360487	685.6939402151	3536.244565439
23	14	4	8	14	12.9875	22.5438312099	22.8671562746	22.800223928	22.8435565251	22.4912186233	2024.1271843578	673.8352639914	1583.3559378432	685.3519663711	3485.5390388796
23	14	4	8	15	12.425	22.5665369549	22.842172699	22.7844424574	22.898599549	22.510793195	2056.6053065433	727.4172913509	1690.9902578129	687.0078340727	3537.1643611141
23	14	4	8	16	12.2	22.8252525818	22.9083175228	22.8615342698	23.3252616593	22.5398968621	1656.1774345913	695.0302650277	1610.5269735364	355.1824873237	3491.0217898083
23	14	4	8	17	12.2	22.8668286676	22.8215351272	22.7650139029	23.3704966541	22.5684492569	1614.6762438625	752.2097977052	1742.0665224959	301.5100446506	3388.0053110656
23	14	4	8	18	11.8875	22.8941921536	22.6557954942	22.5951788578	23.4482210275	22.5721866487	1612.9040663076	892.4479014043	2068.917280062	257.7966361204	3437.1648160553
23	14	4	8	19	11.7	22.5596187137	22.4401521282	22.3819357735	22.9215912225	22.543644721	2203.0358434965	1119.2890968567	2565.4104338052	717.1588383292	3561.4531930933
23	14	4	8	20	11.7	22.345345284	22.3175418218	22.2692795194	22.5249202336	22.4907311144	2680.9779059509	1261.756743488	2841.621305393	1040.4745266952	3740.3888037352
23	14	4	8	21	11.7	22.2418811188	22.2521418316	22.2071254563	22.3469994598	22.4519204336	2946.0148588697	1344.7629722191	3008.3353127558	1232.9866349082	3888.0368455214
23	14	4	8	22	11.7	20.3989157028	20.489890049	20.3726818542	20.5962802787	20.8160196235	-1032.2917149156	-439.5444223043	-1018.7745685212	-431.9339837931	-1939.970527573
23	14	4	8	23	11.7	19.3481299462	19.4473449733	19.3159776856	19.5314750548	19.8246994884	-862.5452236609	-378.2124880841	-851.6818469958	-373.5885770366	-1626.2066103169
23	14	4	8	24	11.7	19.0054626154	19.0641696082	18.9750938332	19.1163488261	19.5340432256	-823.8599017072	-364.3141331052	-815.0983047799	-360.623314859	-1568.258125111
24	14	4	9	1	11.325	18.7616536563	18.8002755361	18.7308741841	18.8360389464	19.3156803944	-839.8396621075	-370.661197249	-830.8829162743	-366.5754209992	-1602.0718029097
24	14	4	9	2	11.1	18.5750685551	18.5979442763	18.5428926198	18.6231858231	19.1465793392	-844.0686501704	-374.7101714986	-835.9130545802	-371.2101747335	-1612.6847420282
24	14	4	9	3	11.1	18.4656626768	18.4760200826	18.4333226021	18.494066775	19.0488140659	-831.6933749232	-369.5963545659	-823.7871516471	-366.3634044795	-1592.8766271926
24	14	4	9	4	10.7875	18.3587176919	18.362795177	18.3244260814	18.3786250034	18.9500945251	-856.0659675803	-379.1744275622	-847.5202454976	-375.5571427715	-1638.5293154843
24	14	4	9	5	10.6	18.2690927646	18.2602857878	18.2283612018	18.2758101502	18.8585538581	-867.2654944457	-385.254337634	-858.5263951537	-382.1828095017	-1657.728422258
24	14	4	9	6	10.6	18.2136566039	18.2007928938	18.1745727	18.214276279	18.8083264481	-860.839665747	-382.8411282356	-852.3843207968	-379.9346392306	-1647.2724259377
24	14	4	9	7	10.9125	18.537824224	18.5330259501	18.551660929	18.5268480445	18.9007578303	-290.0196219406	-146.6178617184	-294.579551024	-143.7663506477	-1304.1843079025
24	14	4	9	8	11.1	21.392066246	21.5964182109	21.55399931	21.5377223959	21.6548876918	5373.4484156966	2372.7265348294	5158.1197936972	2468.2310412692	8053.5481112914
24	14	4	9	9	12.1625	22.1000651144	22.5145956083	22.2803884854	22.243547987	22.1549599533	3260.9716319742	1036.8842373335	2718.435503631	1327.4334144768	4967.0169157089
24	14	4	9	10	13.1125	22.4358751332	23.564890926	22.6256341451	22.6075706346	22.3127287816	2252.804742261	103.5936774648	1822.052013303	852.8495428805	4161.8753552228
24	14	4	9	11	13.9875	22.7344659102	24.5395792351	22.8581571941	22.8534137475	22.4357364918	1520.2252559916	-547.8696581897	1345.5688310665	612.2904532935	3499.7814370073
